Value,Percentile,TotalCount,1/(1-Percentile)
18.00000,0.000000,1,1.00
22.00000,0.050000,550729,1.05
22.00000,0.100000,550729,1.11
23.00000,0.150000,805408,1.18
34.00000,0.200000,893897,1.25
36.00000,0.250000,1619647,1.33
36.00000,0.300000,1619647,1.43
36.00000,0.350000,1619647,1.54
37.00000,0.400000,2489372,1.67
37.00000,0.450000,2489372,1.82
37.00000,0.500000,2489372,2.00
37.00000,0.525000,2489372,2.11
37.00000,0.550000,2489372,2.22
38.00000,0.575000,3146909,2.35
38.00000,0.600000,3146909,2.50
38.00000,0.625000,3146909,2.67
38.00000,0.650000,3146909,2.86
38.00000,0.675000,3146909,3.08
38.00000,0.700000,3146909,3.33
39.00000,0.725000,3527310,3.64
39.00000,0.750000,3527310,4.00
39.00000,0.762500,3527310,4.21
39.00000,0.775000,3527310,4.44
39.00000,0.787500,3527310,4.71
40.00000,0.800000,3738396,5.00
40.00000,0.812500,3738396,5.33
40.00000,0.825000,3738396,5.71
40.00000,0.837500,3738396,6.15
41.00000,0.850000,3812065,6.67
42.00000,0.862500,3846512,7.27
44.00000,0.875000,3906899,8.00
45.00000,0.881250,3923558,8.42
48.00000,0.887500,3948854,8.89
68.00000,0.893750,4002400,9.41
68.00000,0.900000,4002400,10.00
69.00000,0.906250,4077299,10.67
69.00000,0.912500,4077299,11.43
70.00000,0.918750,4138124,12.31
70.00000,0.925000,4138124,13.33
71.00000,0.931250,4190446,14.55
71.00000,0.937500,4190446,16.00
71.00000,0.940625,4190446,16.84
72.00000,0.943750,4230387,17.78
72.00000,0.946875,4230387,18.82
72.00000,0.950000,4230387,20.00
73.00000,0.953125,4246720,21.33
74.00000,0.956250,4257613,22.86
76.00000,0.959375,4272344,24.62
79.00000,0.962500,4282637,26.67
81.00000,0.965625,4301058,29.09
82.00000,0.968750,4315554,32.00
82.00000,0.970313,4315554,33.68
83.00000,0.971875,4326563,35.56
84.00000,0.973437,4333458,37.65
85.00000,0.975000,4338470,40.00
87.00000,0.976562,4345175,42.67
89.00000,0.978125,4350558,45.71
91.00000,0.979688,4356753,49.23
94.00000,0.981250,4363656,53.33
100.00000,0.982812,4370596,58.18
108.00000,0.984375,4377779,64.00
110.00000,0.985156,4382876,67.37
111.00000,0.985938,4387534,71.11
112.00000,0.986719,4393925,75.29
112.00000,0.987500,4393925,80.00
113.00000,0.988281,4401674,85.33
113.00000,0.989062,4401674,91.43
114.00000,0.989844,4409635,98.46
114.00000,0.990625,4409635,106.67
114.00000,0.991406,4409635,116.36
115.00000,0.992188,4416685,128.00
115.00000,0.992578,4416685,134.74
