Value,Percentile,TotalCount,1/(1-Percentile)
16.00000,0.000000,2,1.00
22.00000,0.050000,654347,1.05
22.00000,0.100000,654347,1.11
22.00000,0.150000,654347,1.18
22.00000,0.200000,654347,1.25
23.00000,0.250000,1446177,1.33
23.00000,0.300000,1446177,1.43
23.00000,0.350000,1446177,1.54
23.00000,0.400000,1446177,1.67
23.00000,0.450000,1446177,1.82
24.00000,0.500000,1778205,2.00
24.00000,0.525000,1778205,2.11
24.00000,0.550000,1778205,2.22
24.00000,0.575000,1778205,2.35
24.00000,0.600000,1778205,2.50
25.00000,0.625000,2088631,2.67
25.00000,0.650000,2088631,2.86
25.00000,0.675000,2088631,3.08
25.00000,0.700000,2088631,3.33
26.00000,0.725000,2241930,3.64
26.00000,0.750000,2241930,4.00
26.00000,0.762500,2241930,4.21
27.00000,0.775000,2337161,4.44
27.00000,0.787500,2337161,4.71
27.00000,0.800000,2337161,5.00
28.00000,0.812500,2378274,5.33
30.00000,0.825000,2415968,5.71
32.00000,0.837500,2478628,6.15
32.00000,0.850000,2478628,6.67
33.00000,0.862500,2546421,7.27
34.00000,0.875000,2619762,8.00
34.00000,0.881250,2619762,8.42
34.00000,0.887500,2619762,8.89
34.00000,0.893750,2619762,9.41
35.00000,0.900000,2672179,10.00
35.00000,0.906250,2672179,10.67
35.00000,0.912500,2672179,11.43
36.00000,0.918750,2688839,12.31
37.00000,0.925000,2701525,13.33
38.00000,0.931250,2715839,14.55
40.00000,0.937500,2733534,16.00
43.00000,0.940625,2743347,16.84
44.00000,0.943750,2750920,17.78
45.00000,0.946875,2760630,18.82
46.00000,0.950000,2769354,20.00
48.00000,0.953125,2778707,21.33
91.00000,0.956250,2786900,22.86
98.00000,0.959375,2796130,24.62
101.00000,0.962500,2805159,26.67
102.00000,0.965625,2814912,29.09
103.00000,0.968750,2830546,32.00
103.00000,0.970313,2830546,33.68
104.00000,0.971875,2841688,35.56
104.00000,0.973437,2841688,37.65
104.00000,0.975000,2841688,40.00
106.00000,0.976562,2847939,42.67
107.00000,0.978125,2851224,45.71
109.00000,0.979688,2855908,49.23
113.00000,0.981250,2859903,53.33
116.00000,0.982812,2865494,58.18
140.00000,0.984375,2868732,64.00
183.00000,0.985156,2870988,67.37
233.00000,0.985938,2873274,71.11
300.00000,0.986719,2875534,75.29
1620.00000,0.987500,2877810,80.00
1774.00000,0.988281,2880092,85.33
1867.00000,0.989062,2882368,91.43
1943.00000,0.989844,2884657,98.46
2009.00000,0.990625,2886914,106.67
2070.00000,0.991406,2889209,116.36
2129.00000,0.992188,2891467,128.00
2160.00000,0.992578,2892629,134.74
2191.00000,0.992969,2893774,142.22
2223.00000,0.993359,2894895,150.59
2260.00000,0.993750,2896047,160.00
2301.00000,0.994141,2897169,170.67
2348.00000,0.994531,2898303,182.86
2404.00000,0.994922,2899440,196.92
2474.00000,0.995313,2900576,213.33
2567.00000,0.995703,2901714,232.73
2661.00000,0.996094,2902858,256.00
2707.00000,0.996289,2903435,269.47
2750.00000,0.996484,2903990,284.44
2787.00000,0.996680,2904570,301.18
2822.00000,0.996875,2905132,320.00
2854.00000,0.997070,2905697,341.33
2886.00000,0.997266,2906273,365.71
2918.00000,0.997461,2906836,393.85
2952.00000,0.997656,2907405,426.67
2983.00000,0.997852,2907980,465.45
3015.00000,0.998047,2908554,512.00
3031.00000,0.998145,2908827,538.95
3047.00000,0.998242,2909119,568.89
3065.00000,0.998340,2909408,602.35
3082.00000,0.998437,2909690,640.00
3099.00000,0.998535,2909969,682.67
3118.00000,0.998633,2910260,731.43
3139.00000,0.998730,2910550,787.69
3159.00000,0.998828,2910826,853.33
3180.00000,0.998926,2911104,930.91
3205.00000,0.999023,2911394,1024.00
3218.00000,0.999072,2911536,1077.89
3229.00000,0.999121,2911678,1137.78
3245.00000,0.999170,2911821,1204.71
3259.00000,0.999219,2911965,1280.00
