Value,Percentile,TotalCount,1/(1-Percentile)
16.00000,0.000000,2,1.00
21.00000,0.050000,741494,1.05
21.00000,0.100000,741494,1.11
21.00000,0.150000,741494,1.18
21.00000,0.200000,741494,1.25
21.00000,0.250000,741494,1.33
22.00000,0.300000,1166829,1.43
22.00000,0.350000,1166829,1.54
22.00000,0.400000,1166829,1.67
26.00000,0.450000,1589741,1.82
26.00000,0.500000,1589741,2.00
26.00000,0.525000,1589741,2.11
27.00000,0.550000,2287539,2.22
27.00000,0.575000,2287539,2.35
27.00000,0.600000,2287539,2.50
27.00000,0.625000,2287539,2.67
27.00000,0.650000,2287539,2.86
27.00000,0.675000,2287539,3.08
27.00000,0.700000,2287539,3.33
27.00000,0.725000,2287539,3.64
27.00000,0.750000,2287539,4.00
27.00000,0.762500,2287539,4.21
27.00000,0.775000,2287539,4.44
28.00000,0.787500,2481860,4.71
28.00000,0.800000,2481860,5.00
28.00000,0.812500,2481860,5.33
28.00000,0.825000,2481860,5.71
28.00000,0.837500,2481860,6.15
28.00000,0.850000,2481860,6.67
34.00000,0.862500,2552430,7.27
34.00000,0.875000,2552430,8.00
35.00000,0.881250,2697281,8.42
35.00000,0.887500,2697281,8.89
35.00000,0.893750,2697281,9.41
35.00000,0.900000,2697281,10.00
35.00000,0.906250,2697281,10.67
35.00000,0.912500,2697281,11.43
35.00000,0.918750,2697281,12.31
35.00000,0.925000,2697281,13.33
36.00000,0.931250,2809287,14.55
36.00000,0.937500,2809287,16.00
36.00000,0.940625,2809287,16.84
36.00000,0.943750,2809287,17.78
36.00000,0.946875,2809287,18.82
36.00000,0.950000,2809287,20.00
36.00000,0.953125,2809287,21.33
36.00000,0.956250,2809287,22.86
36.00000,0.959375,2809287,24.62
36.00000,0.962500,2809287,26.67
37.00000,0.965625,2834681,29.09
37.00000,0.968750,2834681,32.00
37.00000,0.970313,2834681,33.68
37.00000,0.971875,2834681,35.56
38.00000,0.973437,2860510,37.65
38.00000,0.975000,2860510,40.00
38.00000,0.976562,2860510,42.67
38.00000,0.978125,2860510,45.71
38.00000,0.979688,2860510,49.23
38.00000,0.981250,2860510,53.33
39.00000,0.982812,2881808,58.18
39.00000,0.984375,2881808,64.00
39.00000,0.985156,2881808,67.37
39.00000,0.985938,2881808,71.11
39.00000,0.986719,2881808,75.29
39.00000,0.987500,2881808,80.00
39.00000,0.988281,2881808,85.33
40.00000,0.989062,2892104,91.43
40.00000,0.989844,2892104,98.46
40.00000,0.990625,2892104,106.67
40.00000,0.991406,2892104,116.36
40.00000,0.992188,2892104,128.00
41.00000,0.992578,2895163,134.74
41.00000,0.992969,2895163,142.22
41.00000,0.993359,2895163,150.59
43.00000,0.993750,2896129,160.00
51.00000,0.994141,2897199,170.67
78.00000,0.994531,2898663,182.86
79.00000,0.994922,2899993,196.92
80.00000,0.995313,2901859,213.33
80.00000,0.995703,2901859,232.73
81.00000,0.996094,2903341,256.00
82.00000,0.996289,2903995,269.47
