Value,Percentile,TotalCount,1/(1-Percentile)
16.00000,0.000000,4,1.00
29.00000,0.050000,267296,1.05
30.00000,0.100000,432664,1.11
31.00000,0.150000,639614,1.18
31.00000,0.200000,639614,1.25
32.00000,0.250000,854132,1.33
33.00000,0.300000,1014984,1.43
34.00000,0.350000,1193137,1.54
35.00000,0.400000,1235663,1.67
52.00000,0.450000,1374119,1.82
53.00000,0.500000,1786115,2.00
53.00000,0.525000,1786115,2.11
53.00000,0.550000,1786115,2.22
53.00000,0.575000,1786115,2.35
54.00000,0.600000,2443483,2.50
54.00000,0.625000,2443483,2.67
54.00000,0.650000,2443483,2.86
54.00000,0.675000,2443483,3.08
54.00000,0.700000,2443483,3.33
54.00000,0.725000,2443483,3.64
54.00000,0.750000,2443483,4.00
54.00000,0.762500,2443483,4.21
54.00000,0.775000,2443483,4.44
54.00000,0.787500,2443483,4.71
54.00000,0.800000,2443483,5.00
55.00000,0.812500,2722227,5.33
55.00000,0.825000,2722227,5.71
55.00000,0.837500,2722227,6.15
55.00000,0.850000,2722227,6.67
55.00000,0.862500,2722227,7.27
55.00000,0.875000,2722227,8.00
55.00000,0.881250,2722227,8.42
55.00000,0.887500,2722227,8.89
55.00000,0.893750,2722227,9.41
55.00000,0.900000,2722227,10.00
56.00000,0.906250,2778311,10.67
56.00000,0.912500,2778311,11.43
56.00000,0.918750,2778311,12.31
57.00000,0.925000,2802952,13.33
58.00000,0.931250,2834509,14.55
58.00000,0.937500,2834509,16.00
58.00000,0.940625,2834509,16.84
59.00000,0.943750,2854147,17.78
59.00000,0.946875,2854147,18.82
60.00000,0.950000,2876971,20.00
60.00000,0.953125,2876971,21.33
61.00000,0.956250,2914482,22.86
61.00000,0.959375,2914482,24.62
61.00000,0.962500,2914482,26.67
61.00000,0.965625,2914482,29.09
62.00000,0.968750,2934223,32.00
62.00000,0.970313,2934223,33.68
62.00000,0.971875,2934223,35.56
62.00000,0.973437,2934223,37.65
63.00000,0.975000,2940515,40.00
64.00000,0.976562,2943803,42.67
65.00000,0.978125,2946682,45.71
71.00000,0.979688,2950850,49.23
93.00000,0.981250,2955602,53.33
97.00000,0.982812,2960391,58.18
100.00000,0.984375,2965348,64.00
103.00000,0.985156,2967954,67.37
105.00000,0.985938,2969685,71.11
109.00000,0.986719,2972133,75.29
113.00000,0.987500,2974808,80.00
116.00000,0.988281,2977257,85.33
119.00000,0.989062,2979735,91.43
121.00000,0.989844,2981397,98.46
124.00000,0.990625,2984151,106.67
127.00000,0.991406,2986319,116.36
132.00000,0.992188,2988531,128.00
137.00000,0.992578,2989675,134.74
154.00000,0.992969,2990787,142.22
165.00000,0.993359,2991985,150.59
170.00000,0.993750,2993485,160.00
173.00000,0.994141,2994330,170.67
179.00000,0.994531,2995593,182.86
186.00000,0.994922,2996777,196.92
192.00000,0.995313,2997971,213.33
197.00000,0.995703,2999117,232.73
203.00000,0.996094,3000252,256.00
207.00000,0.996289,3000835,269.47
213.00000,0.996484,3001386,284.44
225.00000,0.996680,3001992,301.18
236.00000,0.996875,3002597,320.00
245.00000,0.997070,3003161,341.33
252.00000,0.997266,3003801,365.71
257.00000,0.997461,3004436,393.85
260.00000,0.997656,3004935,426.67
264.00000,0.997852,3005664,465.45
267.00000,0.998047,3006254,512.00
268.00000,0.998145,3006445,538.95
270.00000,0.998242,3006848,568.89
271.00000,0.998340,3007030,602.35
273.00000,0.998437,3007398,640.00
274.00000,0.998535,3007576,682.67
276.00000,0.998633,3007879,731.43
278.00000,0.998730,3008176,787.69
280.00000,0.998828,3008438,853.33
283.00000,0.998926,3008785,930.91
286.00000,0.999023,3009055,1024.00
288.00000,0.999072,3009187,1077.89
291.00000,0.999121,3009354,1137.78
293.00000,0.999170,3009472,1204.71
297.00000,0.999219,3009621,1280.00
302.00000,0.999268,3009761,1365.33
307.00000,0.999316,3009906,1462.86
313.00000,0.999365,3010061,1575.38
319.00000,0.999414,3010212,1706.67
324.00000,0.999463,3010350,1861.82
331.00000,0.999512,3010495,2048.00
336.00000,0.999536,3010570,2155.79
341.00000,0.999561,3010647,2275.56
348.00000,0.999585,3010714,2409.41
356.00000,0.999609,3010787,2560.00
363.00000,0.999634,3010861,2730.67
369.00000,0.999658,3010937,2925.71
377.00000,0.999683,3011012,3150.77
382.00000,0.999707,3011078,3413.33
390.00000,0.999731,3011154,3723.64
398.00000,0.999756,3011227,4096.00
403.00000,0.999768,3011264,4311.58
410.00000,0.999780,3011300,4551.11
417.00000,0.999792,3011337,4818.82
426.00000,0.999805,3011375,5120.00
435.00000,0.999817,3011408,5461.33
445.00000,0.999829,3011447,5851.43
457.00000,0.999841,3011488,6301.54
468.00000,0.999854,3011521,6826.67
483.00000,0.999866,3011555,7447.27
513.00000,0.999878,3011592,8192.00
542.00000,0.999884,3011610,8623.16
