Value,Percentile,TotalCount,1/(1-Percentile)
17.00000,0.000000,4,1.00
18.00000,0.050000,45,1.05
18.00000,0.100000,45,1.11
18.00000,0.150000,45,1.18
19.00000,0.200000,69,1.25
19.00000,0.250000,69,1.33
20.00000,0.300000,86,1.43
20.00000,0.350000,86,1.54
21.00000,0.400000,98,1.67
22.00000,0.450000,115,1.82
23.00000,0.500000,126,2.00
23.00000,0.525000,126,2.11
24.00000,0.550000,131,2.22
25.00000,0.575000,138,2.35
27.00000,0.600000,146,2.50
28.00000,0.625000,150,2.67
29.00000,0.650000,157,2.86
30.00000,0.675000,161,3.08
32.00000,0.700000,167,3.33
39.00000,0.725000,173,3.64
48.00000,0.750000,181,4.00
49.00000,0.762500,182,4.21
54.00000,0.775000,188,4.44
54.00000,0.787500,188,4.71
58.00000,0.800000,191,5.00
60.00000,0.812500,195,5.33
61.00000,0.825000,198,5.71
63.00000,0.837500,200,6.15
66.00000,0.850000,203,6.67
68.00000,0.862500,207,7.27
70.00000,0.875000,209,8.00
71.00000,0.881250,210,8.42
73.00000,0.887500,212,8.89
75.00000,0.893750,213,9.41
83.00000,0.900000,215,10.00
85.00000,0.906250,216,10.67
93.00000,0.912500,218,11.43
194.00000,0.918750,219,12.31
213.00000,0.925000,221,13.33
371.00000,0.931250,222,14.55
1638.00000,0.937500,224,16.00
1638.00000,0.940625,224,16.84
1938.00000,0.943750,225,17.78
1939.00000,0.946875,226,18.82
1991.00000,0.950000,227,20.00
1991.00000,0.953125,227,21.33
1992.00000,0.956250,228,22.86
2055.00000,0.959375,229,24.62
2076.00000,0.962500,230,26.67
2076.00000,0.965625,230,29.09
2195.00000,0.968750,231,32.00
2195.00000,0.970313,231,33.68
2652.00000,0.971875,232,35.56
2652.00000,0.973437,232,37.65
2797.00000,0.975000,233,40.00
2797.00000,0.976562,233,42.67
2797.00000,0.978125,233,45.71
3757.00000,0.979688,234,49.23
3757.00000,0.981250,234,53.33
3757.00000,0.982812,234,58.18
3949.00000,0.984375,235,64.00
3949.00000,0.985156,235,67.37
3949.00000,0.985938,235,71.11
3949.00000,0.986719,235,75.29
4009.00000,0.987500,236,80.00
4009.00000,0.988281,236,85.33
4009.00000,0.989062,236,91.43
4009.00000,0.989844,236,98.46
4009.00000,0.990625,236,106.67
4009.00000,0.991406,236,116.36
4252.00000,0.992188,237,128.00
4252.00000,1.000000,237,inf
