Value,Percentile,TotalCount,1/(1-Percentile)
17.00000,0.000000,14,1.00
19.00000,0.050000,492830,1.05
19.00000,0.100000,492830,1.11
20.00000,0.150000,1011868,1.18
20.00000,0.200000,1011868,1.25
21.00000,0.250000,1171434,1.33
39.00000,0.300000,1374963,1.43
40.00000,0.350000,1584808,1.54
41.00000,0.400000,2535472,1.67
41.00000,0.450000,2535472,1.82
41.00000,0.500000,2535472,2.00
41.00000,0.525000,2535472,2.11
41.00000,0.550000,2535472,2.22
42.00000,0.575000,3981061,2.35
42.00000,0.600000,3981061,2.50
42.00000,0.625000,3981061,2.67
42.00000,0.650000,3981061,2.86
42.00000,0.675000,3981061,3.08
42.00000,0.700000,3981061,3.33
42.00000,0.725000,3981061,3.64
42.00000,0.750000,3981061,4.00
42.00000,0.762500,3981061,4.21
42.00000,0.775000,3981061,4.44
42.00000,0.787500,3981061,4.71
42.00000,0.800000,3981061,5.00
42.00000,0.812500,3981061,5.33
42.00000,0.825000,3981061,5.71
42.00000,0.837500,3981061,6.15
42.00000,0.850000,3981061,6.67
42.00000,0.862500,3981061,7.27
42.00000,0.875000,3981061,8.00
42.00000,0.881250,3981061,8.42
42.00000,0.887500,3981061,8.89
42.00000,0.893750,3981061,9.41
43.00000,0.900000,4115403,10.00
43.00000,0.906250,4115403,10.67
43.00000,0.912500,4115403,11.43
43.00000,0.918750,4115403,12.31
43.00000,0.925000,4115403,13.33
44.00000,0.931250,4150587,14.55
45.00000,0.937500,4177801,16.00
46.00000,0.940625,4190369,16.84
47.00000,0.943750,4198056,17.78
49.00000,0.946875,4216331,18.82
51.00000,0.950000,4230197,20.00
53.00000,0.953125,4243009,21.33
54.00000,0.956250,4263123,22.86
55.00000,0.959375,4272055,24.62
60.00000,0.962500,4283507,26.67
70.00000,0.965625,4294832,29.09
148.00000,0.968750,4308450,32.00
157.00000,0.970313,4315577,33.68
160.00000,0.971875,4324650,35.56
161.00000,0.973437,4329090,37.65
163.00000,0.975000,4338799,40.00
164.00000,0.976562,4343509,42.67
166.00000,0.978125,4351662,45.71
168.00000,0.979688,4357429,49.23
172.00000,0.981250,4364183,53.33
209.00000,0.982812,4370829,58.18
327.00000,0.984375,4377633,64.00
879.00000,0.985156,4381115,67.37
884.00000,0.985938,4384992,71.11
887.00000,0.986719,4388408,75.29
890.00000,0.987500,4392142,80.00
893.00000,0.988281,4396034,85.33
895.00000,0.989062,4398539,91.43
898.00000,0.989844,4402207,98.46
901.00000,0.990625,4405919,106.67
904.00000,0.991406,4409462,116.36
907.00000,0.992188,4412746,128.00
909.00000,0.992578,4414715,134.74
911.00000,0.992969,4416513,142.22
913.00000,0.993359,4418137,150.59
915.00000,0.993750,4419556,160.00
918.00000,0.994141,4421361,170.67
921.00000,0.994531,4422789,182.86
926.00000,0.994922,4424686,196.92
932.00000,0.995313,4426400,213.33
941.00000,0.995703,4428145,232.73
952.00000,0.996094,4429775,256.00
958.00000,0.996289,4430629,269.47
963.00000,0.996484,4431469,284.44
968.00000,0.996680,4432415,301.18
973.00000,0.996875,4433359,320.00
977.00000,0.997070,4434117,341.33
982.00000,0.997266,4434958,365.71
989.00000,0.997461,4435874,393.85
997.00000,0.997656,4436687,426.67
1009.00000,0.997852,4437570,465.45
1026.00000,0.998047,4438427,512.00
1036.00000,0.998145,4438851,538.95
1047.00000,0.998242,4439280,568.89
1063.00000,0.998340,4439715,602.35
