Value,Percentile,TotalCount,1/(1-Percentile)
16.00000,0.000000,3,1.00
31.00000,0.050000,215852,1.05
32.00000,0.100000,334874,1.11
33.00000,0.150000,617158,1.18
33.00000,0.200000,617158,1.25
34.00000,0.250000,962800,1.33
34.00000,0.300000,962800,1.43
35.00000,0.350000,1111437,1.54
37.00000,0.400000,1182858,1.67
69.00000,0.450000,1319752,1.82
70.00000,0.500000,1540928,2.00
70.00000,0.525000,1540928,2.11
71.00000,0.550000,1855179,2.22
71.00000,0.575000,1855179,2.35
71.00000,0.600000,1855179,2.50
71.00000,0.625000,1855179,2.67
72.00000,0.650000,1993101,2.86
72.00000,0.675000,1993101,3.08
74.00000,0.700000,2054820,3.33
86.00000,0.725000,2116724,3.64
94.00000,0.750000,2188201,4.00
97.00000,0.762500,2223484,4.21
102.00000,0.775000,2263060,4.44
106.00000,0.787500,2303985,4.71
111.00000,0.800000,2333424,5.00
141.00000,0.812500,2367833,5.33
148.00000,0.825000,2406343,5.71
152.00000,0.837500,2449881,6.15
155.00000,0.850000,2485241,6.67
157.00000,0.862500,2516007,7.27
160.00000,0.875000,2563812,8.00
161.00000,0.881250,2581809,8.42
162.00000,0.887500,2599307,8.89
163.00000,0.893750,2615754,9.41
164.00000,0.900000,2630860,10.00
165.00000,0.906250,2645217,10.67
167.00000,0.912500,2670587,11.43
168.00000,0.918750,2681347,12.31
170.00000,0.925000,2700889,13.33
172.00000,0.931250,2721621,14.55
173.00000,0.937500,2732675,16.00
174.00000,0.940625,2743645,16.84
175.00000,0.943750,2753596,17.78
176.00000,0.946875,2762378,18.82
177.00000,0.950000,2769938,20.00
179.00000,0.953125,2781839,21.33
181.00000,0.956250,2790367,22.86
183.00000,0.959375,2797038,24.62
187.00000,0.962500,2806391,26.67
194.00000,0.965625,2814172,29.09
206.00000,0.968750,2823859,32.00
211.00000,0.970313,2828698,33.68
215.00000,0.971875,2833240,35.56
218.00000,0.973437,2836861,37.65
222.00000,0.975000,2841875,40.00
226.00000,0.976562,2846957,42.67
229.00000,0.978125,2850677,45.71
233.00000,0.979688,2855228,49.23
238.00000,0.981250,2860040,53.33
244.00000,0.982812,2864655,58.18
252.00000,0.984375,2869000,64.00
256.00000,0.985156,2870984,67.37
262.00000,0.985938,2873555,71.11
267.00000,0.986719,2875691,75.29
273.00000,0.987500,2878113,80.00
278.00000,0.988281,2880163,85.33
284.00000,0.989062,2882659,91.43
289.00000,0.989844,2884675,98.46
295.00000,0.990625,2887215,106.67
301.00000,0.991406,2889493,116.36
307.00000,0.992188,2891497,128.00
311.00000,0.992578,2892695,134.74
315.00000,0.992969,2893751,142.22
320.00000,0.993359,2895005,150.59
325.00000,0.993750,2896098,160.00
331.00000,0.994141,2897301,170.67
336.00000,0.994531,2898307,182.86
342.00000,0.994922,2899510,196.92
348.00000,0.995313,2900775,213.33
352.00000,0.995703,2901707,232.73
357.00000,0.996094,2902910,256.00
360.00000,0.996289,2903654,269.47
362.00000,0.996484,2904198,284.44
364.00000,0.996680,2904747,301.18
366.00000,0.996875,2905266,320.00
368.00000,0.997070,2905789,341.33
370.00000,0.997266,2906280,365.71
372.00000,0.997461,2906835,393.85
375.00000,0.997656,2907576,426.67
378.00000,0.997852,2908137,465.45
381.00000,0.998047,2908678,512.00
382.00000,0.998145,2908861,538.95
384.00000,0.998242,2909166,568.89
386.00000,0.998340,2909419,602.35
389.00000,0.998437,2909730,640.00
392.00000,0.998535,2910006,682.67
396.00000,0.998633,2910290,731.43
401.00000,0.998730,2910569,787.69
406.00000,0.998828,2910818,853.33
413.00000,0.998926,2911133,930.91
420.00000,0.999023,2911404,1024.00
423.00000,0.999072,2911535,1077.89
426.00000,0.999121,2911672,1137.78
429.00000,0.999170,2911819,1204.71
434.00000,0.999219,2911984,1280.00
437.00000,0.999268,2912098,1365.33
442.00000,0.999316,2912244,1462.86
447.00000,0.999365,2912377,1575.38
454.00000,0.999414,2912522,1706.67
463.00000,0.999463,2912675,1861.82
472.00000,0.999512,2912817,2048.00
476.00000,0.999536,2912883,2155.79
481.00000,0.999561,2912952,2275.56
485.00000,0.999585,2913017,2409.41
490.00000,0.999609,2913100,2560.00
495.00000,0.999634,2913165,2730.67
501.00000,0.999658,2913235,2925.71
507.00000,0.999683,2913306,3150.77
514.00000,0.999707,2913375,3413.33
526.00000,0.999731,2913448,3723.64
541.00000,0.999756,2913515,4096.00
547.00000,0.999768,2913552,4311.58
553.00000,0.999780,2913589,4551.11
559.00000,0.999792,2913624,4818.82
567.00000,0.999805,2913660,5120.00
573.00000,0.999817,2913693,5461.33
583.00000,0.999829,2913730,5851.43
597.00000,0.999841,2913764,6301.54
629.00000,0.999854,2913800,6826.67
717.00000,0.999866,2913835,7447.27
1222.00000,0.999878,2913871,8192.00
1711.00000,0.999884,2913889,8623.16
1791.00000,0.999890,2913906,9102.22
1855.00000,0.999896,2913925,9637.65
1901.00000,0.999902,2913942,10240.00
1947.00000,0.999908,2913960,10922.67
1998.00000,0.999915,2913977,11702.86
2042.00000,0.999921,2913996,12603.08
2106.00000,0.999927,2914013,13653.33
2163.00000,0.999933,2914031,14894.55
2216.00000,0.999939,2914049,16384.00
2244.00000,0.999942,2914058,17246.32
2277.00000,0.999945,2914066,18204.44
2302.00000,0.999948,2914075,19275.29
2323.00000,0.999951,2914085,20480.00
2338.00000,0.999954,2914093,21845.33
2365.00000,0.999957,2914102,23405.71
2395.00000,0.999960,2914111,25206.15
2421.00000,0.999963,2914120,27306.67
2441.00000,0.999966,2914130,29789.09
2464.00000,0.999969,2914138,32768.00
2481.00000,0.999971,2914142,34492.63
2493.00000,0.999973,2914146,36408.89
2521.00000,0.999974,2914151,38550.59
2530.00000,0.999976,2914155,40960.00
2553.00000,0.999977,2914160,43690.67
