Value,Percentile,TotalCount,1/(1-Percentile)
17.00000,0.000000,1,1.00
18.00000,0.050000,12,1.05
19.00000,0.100000,35,1.11
19.00000,0.150000,35,1.18
19.00000,0.200000,35,1.25
20.00000,0.250000,48,1.33
20.00000,0.300000,48,1.43
21.00000,0.350000,55,1.54
22.00000,0.400000,61,1.67
23.00000,0.450000,76,1.82
23.00000,0.500000,76,2.00
24.00000,0.525000,81,2.11
25.00000,0.550000,86,2.22
25.00000,0.575000,86,2.35
26.00000,0.600000,97,2.50
26.00000,0.625000,97,2.67
26.00000,0.650000,97,2.86
28.00000,0.675000,101,3.08
29.00000,0.700000,109,3.33
29.00000,0.725000,109,3.64
30.00000,0.750000,113,4.00
31.00000,0.762500,118,4.21
31.00000,0.775000,118,4.44
31.00000,0.787500,118,4.71
32.00000,0.800000,120,5.00
34.00000,0.812500,122,5.33
35.00000,0.825000,123,5.71
38.00000,0.837500,125,6.15
41.00000,0.850000,127,6.67
43.00000,0.862500,129,7.27
45.00000,0.875000,134,8.00
45.00000,0.881250,134,8.42
45.00000,0.887500,134,8.89
45.00000,0.893750,134,9.41
46.00000,0.900000,135,10.00
57.00000,0.906250,136,10.67
57.00000,0.912500,136,11.43
61.00000,0.918750,137,12.31
63.00000,0.925000,138,13.33
92.00000,0.931250,139,14.55
100.00000,0.937500,140,16.00
113.00000,0.940625,141,16.84
113.00000,0.943750,141,17.78
118.00000,0.946875,142,18.82
118.00000,0.950000,142,20.00
120.00000,0.953125,143,21.33
120.00000,0.956250,143,22.86
120.00000,0.959375,143,24.62
162.00000,0.962500,144,26.67
162.00000,0.965625,144,29.09
314.00000,0.968750,145,32.00
314.00000,0.970313,145,33.68
314.00000,0.971875,145,35.56
441.00000,0.973437,146,37.65
441.00000,0.975000,146,40.00
441.00000,0.976562,146,42.67
441.00000,0.978125,146,45.71
441.00000,0.979688,146,49.23
589.00000,0.981250,147,53.33
589.00000,0.982812,147,58.18
589.00000,0.984375,147,64.00
589.00000,0.985156,147,67.37
589.00000,0.985938,147,71.11
604.00000,0.986719,148,75.29
604.00000,0.987500,148,80.00
604.00000,0.988281,148,85.33
604.00000,0.989062,148,91.43
604.00000,0.989844,148,98.46
604.00000,0.990625,148,106.67
604.00000,0.991406,148,116.36
604.00000,0.992188,148,128.00
604.00000,0.992578,148,134.74
604.00000,0.992969,148,142.22
705.00000,0.993359,149,150.59
705.00000,1.000000,149,inf
