Value,Percentile,TotalCount,1/(1-Percentile)
19.00000,0.000000,15575,1.00
20.00000,0.050000,615255,1.05
20.00000,0.100000,615255,1.11
21.00000,0.150000,2077753,1.18
21.00000,0.200000,2077753,1.25
21.00000,0.250000,2077753,1.33
21.00000,0.300000,2077753,1.43
21.00000,0.350000,2077753,1.54
21.00000,0.400000,2077753,1.67
21.00000,0.450000,2077753,1.82
22.00000,0.500000,3396313,2.00
22.00000,0.525000,3396313,2.11
22.00000,0.550000,3396313,2.22
22.00000,0.575000,3396313,2.35
22.00000,0.600000,3396313,2.50
22.00000,0.625000,3396313,2.67
22.00000,0.650000,3396313,2.86
22.00000,0.675000,3396313,3.08
22.00000,0.700000,3396313,3.33
22.00000,0.725000,3396313,3.64
22.00000,0.750000,3396313,4.00
22.00000,0.762500,3396313,4.21
23.00000,0.775000,3941167,4.44
23.00000,0.787500,3941167,4.71
23.00000,0.800000,3941167,5.00
23.00000,0.812500,3941167,5.33
23.00000,0.825000,3941167,5.71
23.00000,0.837500,3941167,6.15
23.00000,0.850000,3941167,6.67
23.00000,0.862500,3941167,7.27
23.00000,0.875000,3941167,8.00
23.00000,0.881250,3941167,8.42
24.00000,0.887500,4111694,8.89
24.00000,0.893750,4111694,9.41
24.00000,0.900000,4111694,10.00
24.00000,0.906250,4111694,10.67
24.00000,0.912500,4111694,11.43
24.00000,0.918750,4111694,12.31
25.00000,0.925000,4206944,13.33
25.00000,0.931250,4206944,14.55
25.00000,0.937500,4206944,16.00
25.00000,0.940625,4206944,16.84
25.00000,0.943750,4206944,17.78
26.00000,0.946875,4277471,18.82
26.00000,0.950000,4277471,20.00
26.00000,0.953125,4277471,21.33
26.00000,0.956250,4277471,22.86
26.00000,0.959375,4277471,24.62
27.00000,0.962500,4318340,26.67
27.00000,0.965625,4318340,29.09
27.00000,0.968750,4318340,32.00
27.00000,0.970313,4318340,33.68
28.00000,0.971875,4330148,35.56
28.00000,0.973437,4330148,37.65
30.00000,0.975000,4336750,40.00
33.00000,0.976562,4347637,42.67
34.00000,0.978125,4351907,45.71
39.00000,0.979688,4357236,49.23
47.00000,0.981250,4364683,53.33
499.00000,0.982812,4370750,58.18
557.00000,0.984375,4377736,64.00
565.00000,0.985156,4381625,67.37
570.00000,0.985938,4384717,71.11
575.00000,0.986719,4388391,75.29
579.00000,0.987500,4391923,80.00
583.00000,0.988281,4395645,85.33
586.00000,0.989062,4398639,91.43
590.00000,0.989844,4402461,98.46
594.00000,0.990625,4405966,106.67
599.00000,0.991406,4409543,116.36
605.00000,0.992188,4412569,128.00
610.00000,0.992578,4414174,134.74
621.00000,0.992969,4416003,142.22
646.00000,0.993359,4417640,150.59
692.00000,0.993750,4419432,160.00
700.00000,0.994141,4421364,170.67
708.00000,0.994531,4422898,182.86
919.00000,0.994922,4424592,196.92
1056.00000,0.995313,4426328,213.33
1091.00000,0.995703,4428153,232.73
1102.00000,0.996094,4429914,256.00
1106.00000,0.996289,4430824,269.47
1109.00000,0.996484,4431534,284.44
1113.00000,0.996680,4432578,301.18
1116.00000,0.996875,4433398,320.00
1119.00000,0.997070,4434244,341.33
1122.00000,0.997266,4435108,365.71
1125.00000,0.997461,4435914,393.85
1129.00000,0.997656,4436967,426.67
1132.00000,0.997852,4437679,465.45
1136.00000,0.998047,4438513,512.00
1139.00000,0.998145,4439104,538.95
1141.00000,0.998242,4439451,568.89
1144.00000,0.998340,4439935,602.35
1147.00000,0.998437,4440327,640.00
1151.00000,0.998535,4440722,682.67
1156.00000,0.998633,4441099,731.43
1166.00000,0.998730,4441543,787.69
1190.00000,0.998828,4441970,853.33
1244.00000,0.998926,4442394,930.91
1379.00000,0.999023,4442826,1024.00
1455.00000,0.999072,4443041,1077.89
1539.00000,0.999121,4443261,1137.78
1618.00000,0.999170,4443483,1204.71
1715.00000,0.999219,4443694,1280.00
1842.00000,0.999268,4443910,1365.33
1948.00000,0.999316,4444126,1462.86
2056.00000,0.999365,4444344,1575.38
2229.00000,0.999414,4444561,1706.67
2335.00000,0.999463,4444779,1861.82
2364.00000,0.999512,4444997,2048.00
2375.00000,0.999536,4445111,2155.79
2386.00000,0.999561,4445217,2275.56
2397.00000,0.999585,4445328,2409.41
2409.00000,0.999609,4445435,2560.00
2422.00000,0.999634,4445541,2730.67
