Value,Percentile,TotalCount,1/(1-Percentile)
18.00000,0.000000,322,1.00
20.00000,0.050000,800375,1.05
20.00000,0.100000,800375,1.11
20.00000,0.150000,800375,1.18
21.00000,0.200000,1891978,1.25
21.00000,0.250000,1891978,1.33
21.00000,0.300000,1891978,1.43
21.00000,0.350000,1891978,1.54
21.00000,0.400000,1891978,1.67
22.00000,0.450000,2553949,1.82
22.00000,0.500000,2553949,2.00
22.00000,0.525000,2553949,2.11
22.00000,0.550000,2553949,2.22
23.00000,0.575000,3225210,2.35
23.00000,0.600000,3225210,2.50
23.00000,0.625000,3225210,2.67
23.00000,0.650000,3225210,2.86
23.00000,0.675000,3225210,3.08
23.00000,0.700000,3225210,3.33
23.00000,0.725000,3225210,3.64
24.00000,0.750000,3792524,4.00
24.00000,0.762500,3792524,4.21
24.00000,0.775000,3792524,4.44
24.00000,0.787500,3792524,4.71
24.00000,0.800000,3792524,5.00
24.00000,0.812500,3792524,5.33
24.00000,0.825000,3792524,5.71
24.00000,0.837500,3792524,6.15
24.00000,0.850000,3792524,6.67
25.00000,0.862500,4170187,7.27
25.00000,0.875000,4170187,8.00
25.00000,0.881250,4170187,8.42
25.00000,0.887500,4170187,8.89
25.00000,0.893750,4170187,9.41
25.00000,0.900000,4170187,10.00
25.00000,0.906250,4170187,10.67
25.00000,0.912500,4170187,11.43
25.00000,0.918750,4170187,12.31
25.00000,0.925000,4170187,13.33
25.00000,0.931250,4170187,14.55
25.00000,0.937500,4170187,16.00
26.00000,0.940625,4298683,16.84
26.00000,0.943750,4298683,17.78
26.00000,0.946875,4298683,18.82
26.00000,0.950000,4298683,20.00
26.00000,0.953125,4298683,21.33
26.00000,0.956250,4298683,22.86
26.00000,0.959375,4298683,24.62
26.00000,0.962500,4298683,26.67
26.00000,0.965625,4298683,29.09
27.00000,0.968750,4329590,32.00
27.00000,0.970313,4329590,33.68
27.00000,0.971875,4329590,35.56
27.00000,0.973437,4329590,37.65
28.00000,0.975000,4343302,40.00
28.00000,0.976562,4343302,42.67
29.00000,0.978125,4350857,45.71
31.00000,0.979688,4358227,49.23
33.00000,0.981250,4364956,53.33
40.00000,0.982812,4370227,58.18
98.00000,0.984375,4377451,64.00
103.00000,0.985156,4380572,67.37
131.00000,0.985938,4385021,71.11
133.00000,0.986719,4392107,75.29
133.00000,0.987500,4392107,80.00
134.00000,0.988281,4398528,85.33
134.00000,0.989062,4398528,91.43
135.00000,0.989844,4405595,98.46
135.00000,0.990625,4405595,106.67
136.00000,0.991406,4411375,116.36
137.00000,0.992188,4415129,128.00
137.00000,0.992578,4415129,134.74
138.00000,0.992969,4417593,142.22
138.00000,0.993359,4417593,150.59
139.00000,0.993750,4419349,160.00
140.00000,0.994141,4420675,170.67
