Value,Percentile,TotalCount,1/(1-Percentile)
16.00000,0.000000,3,1.00
29.00000,0.050000,302267,1.05
29.00000,0.100000,302267,1.11
30.00000,0.150000,450599,1.18
31.00000,0.200000,732993,1.25
31.00000,0.250000,732993,1.33
32.00000,0.300000,925818,1.43
34.00000,0.350000,1049549,1.54
38.00000,0.400000,1171522,1.67
53.00000,0.450000,1468534,1.82
53.00000,0.500000,1468534,2.00
54.00000,0.525000,1831006,2.11
54.00000,0.550000,1831006,2.22
54.00000,0.575000,1831006,2.35
54.00000,0.600000,1831006,2.50
54.00000,0.625000,1831006,2.67
55.00000,0.650000,2028507,2.86
55.00000,0.675000,2028507,3.08
56.00000,0.700000,2055115,3.33
70.00000,0.725000,2114618,3.64
80.00000,0.750000,2189364,4.00
85.00000,0.762500,2228597,4.21
89.00000,0.775000,2266378,4.44
93.00000,0.787500,2299364,4.71
104.00000,0.800000,2332348,5.00
130.00000,0.812500,2370196,5.33
134.00000,0.825000,2410090,5.71
137.00000,0.837500,2442749,6.15
140.00000,0.850000,2480779,6.67
142.00000,0.862500,2513843,7.27
145.00000,0.875000,2563741,8.00
146.00000,0.881250,2584137,8.42
147.00000,0.887500,2602203,8.89
148.00000,0.893750,2617073,9.41
149.00000,0.900000,2630602,10.00
150.00000,0.906250,2642807,10.67
152.00000,0.912500,2665607,11.43
154.00000,0.918750,2686928,12.31
155.00000,0.925000,2697730,13.33
157.00000,0.931250,2719959,14.55
159.00000,0.937500,2742302,16.00
159.00000,0.940625,2742302,16.84
160.00000,0.943750,2752449,17.78
161.00000,0.946875,2761599,18.82
162.00000,0.950000,2769834,20.00
164.00000,0.953125,2783142,21.33
165.00000,0.956250,2788359,22.86
167.00000,0.959375,2796757,24.62
170.00000,0.962500,2805922,26.67
175.00000,0.965625,2815358,29.09
182.00000,0.968750,2823648,32.00
186.00000,0.970313,2828338,33.68
190.00000,0.971875,2832460,35.56
195.00000,0.973437,2837491,37.65
199.00000,0.975000,2841635,40.00
204.00000,0.976562,2846728,42.67
208.00000,0.978125,2850825,45.71
213.00000,0.979688,2855892,49.23
218.00000,0.981250,2860227,53.33
224.00000,0.982812,2864234,58.18
234.00000,0.984375,2868741,64.00
241.00000,0.985156,2871099,67.37
247.00000,0.985938,2873286,71.11
253.00000,0.986719,2875842,75.29
258.00000,0.987500,2878058,80.00
263.00000,0.988281,2880239,85.33
269.00000,0.989062,2882624,91.43
275.00000,0.989844,2884988,98.46
280.00000,0.990625,2886972,106.67
287.00000,0.991406,2889484,116.36
294.00000,0.992188,2891653,128.00
298.00000,0.992578,2892736,134.74
303.00000,0.992969,2893951,142.22
308.00000,0.993359,2895068,150.59
313.00000,0.993750,2896142,160.00
318.00000,0.994141,2897195,170.67
323.00000,0.994531,2898384,182.86
328.00000,0.994922,2899549,196.92
333.00000,0.995313,2900651,213.33
338.00000,0.995703,2901775,232.73
343.00000,0.996094,2903018,256.00
345.00000,0.996289,2903561,269.47
347.00000,0.996484,2904100,284.44
349.00000,0.996680,2904633,301.18
351.00000,0.996875,2905176,320.00
354.00000,0.997070,2905946,341.33
