Value,Percentile,TotalCount,1/(1-Percentile)
16.00000,0.000000,4,1.00
34.00000,0.050000,174106,1.05
36.00000,0.100000,462005,1.11
36.00000,0.150000,462005,1.18
37.00000,0.200000,632906,1.25
39.00000,0.250000,780067,1.33
41.00000,0.300000,954241,1.43
43.00000,0.350000,1051353,1.54
46.00000,0.400000,1194705,1.67
69.00000,0.450000,1332026,1.82
70.00000,0.500000,1556631,2.00
70.00000,0.525000,1556631,2.11
71.00000,0.550000,1833452,2.22
71.00000,0.575000,1833452,2.35
71.00000,0.600000,1833452,2.50
71.00000,0.625000,1833452,2.67
72.00000,0.650000,1978891,2.86
72.00000,0.675000,1978891,3.08
74.00000,0.700000,2046774,3.33
87.00000,0.725000,2116756,3.64
96.00000,0.750000,2186888,4.00
102.00000,0.762500,2227511,4.21
106.00000,0.775000,2263248,4.44
112.00000,0.787500,2295663,4.71
145.00000,0.800000,2333054,5.00
150.00000,0.812500,2371727,5.33
153.00000,0.825000,2407361,5.71
157.00000,0.837500,2455213,6.15
159.00000,0.850000,2487546,6.67
161.00000,0.862500,2519832,7.27
163.00000,0.875000,2558126,8.00
164.00000,0.881250,2575971,8.42
165.00000,0.887500,2591411,8.89
166.00000,0.893750,2605088,9.41
168.00000,0.900000,2629562,10.00
170.00000,0.906250,2651621,10.67
171.00000,0.912500,2662461,11.43
173.00000,0.918750,2686316,12.31
174.00000,0.925000,2699355,13.33
176.00000,0.931250,2723837,14.55
177.00000,0.937500,2734210,16.00
178.00000,0.940625,2743103,16.84
179.00000,0.943750,2750595,17.78
181.00000,0.946875,2762233,18.82
183.00000,0.950000,2770258,20.00
186.00000,0.953125,2778414,21.33
192.00000,0.956250,2787537,22.86
203.00000,0.959375,2796473,24.62
212.00000,0.962500,2805826,26.67
218.00000,0.965625,2814491,29.09
224.00000,0.968750,2824396,32.00
227.00000,0.970313,2829514,33.68
229.00000,0.971875,2832988,35.56
232.00000,0.973437,2837953,37.65
235.00000,0.975000,2842441,40.00
238.00000,0.976562,2846396,42.67
242.00000,0.978125,2850989,45.71
247.00000,0.979688,2855729,49.23
253.00000,0.981250,2859953,53.33
261.00000,0.982812,2864612,58.18
269.00000,0.984375,2868762,64.00
274.00000,0.985156,2871144,67.37
279.00000,0.985938,2873607,71.11
284.00000,0.986719,2876058,75.29
288.00000,0.987500,2877883,80.00
293.00000,0.988281,2880159,85.33
299.00000,0.989062,2882709,91.43
305.00000,0.989844,2884969,98.46
311.00000,0.990625,2887092,106.67
318.00000,0.991406,2889188,116.36
327.00000,0.992188,2891529,128.00
332.00000,0.992578,2892775,134.74
336.00000,0.992969,2893748,142.22
341.00000,0.993359,2895020,150.59
345.00000,0.993750,2896052,160.00
350.00000,0.994141,2897354,170.67
354.00000,0.994531,2898383,182.86
358.00000,0.994922,2899514,196.92
362.00000,0.995313,2900718,213.33
366.00000,0.995703,2901903,232.73
370.00000,0.996094,2903046,256.00
372.00000,0.996289,2903717,269.47
373.00000,0.996484,2904062,284.44
375.00000,0.996680,2904611,301.18
378.00000,0.996875,2905299,320.00
380.00000,0.997070,2905783,341.33
383.00000,0.997266,2906439,365.71
386.00000,0.997461,2906963,393.85
389.00000,0.997656,2907427,426.67
394.00000,0.997852,2907993,465.45
401.00000,0.998047,2908570,512.00
405.00000,0.998145,2908823,538.95
410.00000,0.998242,2909119,568.89
414.00000,0.998340,2909405,602.35
419.00000,0.998437,2909706,640.00
423.00000,0.998535,2909970,682.67
427.00000,0.998633,2910316,731.43
431.00000,0.998730,2910571,787.69
436.00000,0.998828,2910862,853.33
442.00000,0.998926,2911121,930.91
449.00000,0.999023,2911427,1024.00
452.00000,0.999072,2911533,1077.89
457.00000,0.999121,2911700,1137.78
462.00000,0.999170,2911827,1204.71
467.00000,0.999219,2911960,1280.00
473.00000,0.999268,2912117,1365.33
478.00000,0.999316,2912256,1462.86
484.00000,0.999365,2912396,1575.38
491.00000,0.999414,2912541,1706.67
497.00000,0.999463,2912672,1861.82
504.00000,0.999512,2912812,2048.00
509.00000,0.999536,2912892,2155.79
513.00000,0.999561,2912951,2275.56
519.00000,0.999585,2913024,2409.41
526.00000,0.999609,2913094,2560.00
533.00000,0.999634,2913168,2730.67
542.00000,0.999658,2913238,2925.71
549.00000,0.999683,2913310,3150.77
557.00000,0.999707,2913379,3413.33
565.00000,0.999731,2913455,3723.64
574.00000,0.999756,2913519,4096.00
582.00000,0.999768,2913562,4311.58
590.00000,0.999780,2913591,4551.11
598.00000,0.999792,2913627,4818.82
610.00000,0.999805,2913661,5120.00
629.00000,0.999817,2913697,5461.33
653.00000,0.999829,2913733,5851.43
701.00000,0.999841,2913768,6301.54
848.00000,0.999854,2913804,6826.67
1433.00000,0.999866,2913839,7447.27
1873.00000,0.999878,2913875,8192.00
1916.00000,0.999884,2913893,8623.16
1962.00000,0.999890,2913910,9102.22
2011.00000,0.999896,2913928,9637.65
2059.00000,0.999902,2913946,10240.00
2163.00000,0.999908,2913964,10922.67
2213.00000,0.999915,2913982,11702.86
2268.00000,0.999921,2913999,12603.08
2304.00000,0.999927,2914017,13653.33
2372.00000,0.999933,2914035,14894.55
2406.00000,0.999939,2914053,16384.00
2423.00000,0.999942,2914062,17246.32
2448.00000,0.999945,2914070,18204.44
2478.00000,0.999948,2914079,19275.29
2496.00000,0.999951,2914088,20480.00
2515.00000,0.999954,2914097,21845.33
2538.00000,0.999957,2914106,23405.71
2563.00000,0.999960,2914115,25206.15
2621.00000,0.999963,2914124,27306.67
2719.00000,0.999966,2914133,29789.09
2840.00000,0.999969,2914142,32768.00
2856.00000,0.999971,2914146,34492.63
2910.00000,0.999973,2914150,36408.89
3035.00000,0.999974,2914155,38550.59
3075.00000,0.999976,2914159,40960.00
3311.00000,0.999977,2914164,43690.67
3531.00000,0.999979,2914168,46811.43
4019.00000,0.999980,2914173,50412.31
4525.00000,0.999982,2914177,54613.33
6848.00000,0.999983,2914182,59578.18
10805.00000,0.999985,2914186,65536.00
12083.00000,0.999986,2914188,68985.26
12531.00000,0.999986,2914190,72817.78
12687.00000,0.999987,2914193,77101.18
12741.00000,0.999988,2914195,81920.00
12787.00000,0.999989,2914197,87381.33
12874.00000,0.999989,2914199,93622.86
12913.00000,0.999990,2914202,100824.62
13607.00000,0.999991,2914204,109226.67
14934.00000,0.999992,2914206,119156.36
16112.00000,0.999992,2914208,131072.00
16391.00000,0.999993,2914209,137970.53
16504.00000,0.999993,2914210,145635.56
17492.00000,0.999994,2914212,154202.35
17568.00000,0.999994,2914213,163840.00
17846.00000,0.999994,2914214,174762.67
19573.00000,0.999995,2914215,187245.71
19748.00000,0.999995,2914216,201649.23
19760.00000,0.999995,2914217,218453.33
19782.00000,0.999996,2914218,238312.73
19836.00000,0.999996,2914219,262144.00
20036.00000,0.999996,2914220,275941.05
20036.00000,0.999997,2914220,291271.11
20630.00000,0.999997,2914221,308404.71
21136.00000,0.999997,2914222,327680.00
21136.00000,0.999997,2914222,349525.33
26924.00000,0.999997,2914223,374491.43
26924.00000,0.999998,2914223,403298.46
27666.00000,0.999998,2914224,436906.67
27666.00000,0.999998,2914224,476625.45
30343.00000,0.999998,2914225,524288.00
30343.00000,0.999998,2914225,551882.11
30343.00000,0.999998,2914225,582542.22
33124.00000,0.999998,2914226,616809.41
33124.00000,0.999998,2914226,655360.00
33124.00000,0.999999,2914226,699050.67
62442.00000,0.999999,2914227,748982.86
62442.00000,0.999999,2914227,806596.92
62442.00000,0.999999,2914227,873813.33
62442.00000,0.999999,2914227,953250.91
65936.00000,0.999999,2914228,1048576.00
65936.00000,0.999999,2914228,1103764.21
65936.00000,0.999999,2914228,1165084.44
65936.00000,0.999999,2914228,1233618.82
65936.00000,0.999999,2914228,1310720.00
65936.00000,0.999999,2914228,1398101.33
66217.00000,0.999999,2914229,1497965.71
66217.00000,0.999999,2914229,1613193.85
66217.00000,0.999999,2914229,1747626.67
66217.00000,0.999999,2914229,1906501.82
66217.00000,1.000000,2914229,2097152.00
66217.00000,1.000000,2914229,2207528.42
66217.00000,1.000000,2914229,2330168.89
66217.00000,1.000000,2914229,2467237.65
66217.00000,1.000000,2914229,2621440.00
66217.00000,1.000000,2914229,2796202.67
86623.00000,1.000000,2914230,2995931.43
86623.00000,1.000000,2914230,inf
