Value,Percentile,TotalCount,1/(1-Percentile)
17.00000,0.000000,2,1.00
23.00000,0.050000,149715,1.05
25.00000,0.100000,491161,1.11
25.00000,0.150000,491161,1.18
26.00000,0.200000,768162,1.25
26.00000,0.250000,768162,1.33
28.00000,0.300000,880946,1.43
46.00000,0.350000,1038047,1.54
47.00000,0.400000,1308847,1.67
48.00000,0.450000,1486131,1.82
48.00000,0.500000,1486131,2.00
49.00000,0.525000,1606963,2.11
49.00000,0.550000,1606963,2.22
52.00000,0.575000,1693005,2.35
57.00000,0.600000,1774313,2.50
58.00000,0.625000,1836464,2.67
60.00000,0.650000,1903176,2.86
64.00000,0.675000,1987209,3.08
66.00000,0.700000,2164772,3.33
66.00000,0.725000,2164772,3.64
67.00000,0.750000,2325377,4.00
67.00000,0.762500,2325377,4.21
67.00000,0.775000,2325377,4.44
67.00000,0.787500,2325377,4.71
68.00000,0.800000,2375888,5.00
68.00000,0.812500,2375888,5.33
69.00000,0.825000,2406546,5.71
70.00000,0.837500,2461890,6.15
71.00000,0.850000,2540786,6.67
71.00000,0.862500,2540786,7.27
72.00000,0.875000,2622740,8.00
72.00000,0.881250,2622740,8.42
72.00000,0.887500,2622740,8.89
72.00000,0.893750,2622740,9.41
73.00000,0.900000,2686073,10.00
73.00000,0.906250,2686073,10.67
73.00000,0.912500,2686073,11.43
73.00000,0.918750,2686073,12.31
74.00000,0.925000,2728014,13.33
74.00000,0.931250,2728014,14.55
75.00000,0.937500,2760249,16.00
75.00000,0.940625,2760249,16.84
75.00000,0.943750,2760249,17.78
75.00000,0.946875,2760249,18.82
76.00000,0.950000,2790598,20.00
76.00000,0.953125,2790598,21.33
76.00000,0.956250,2790598,22.86
77.00000,0.959375,2808346,24.62
77.00000,0.962500,2808346,26.67
78.00000,0.965625,2817735,29.09
79.00000,0.968750,2823920,32.00
81.00000,0.970313,2829659,33.68
83.00000,0.971875,2833188,35.56
86.00000,0.973437,2838289,37.65
90.00000,0.975000,2841564,40.00
102.00000,0.976562,2846195,42.67
116.00000,0.978125,2850692,45.71
123.00000,0.979688,2855247,49.23
126.00000,0.981250,2859997,53.33
128.00000,0.982812,2866024,58.18
129.00000,0.984375,2868784,64.00
130.00000,0.985156,2871130,67.37
131.00000,0.985938,2873337,71.11
132.00000,0.986719,2875688,75.29
133.00000,0.987500,2878593,80.00
134.00000,0.988281,2881925,85.33
135.00000,0.989062,2885096,91.43
135.00000,0.989844,2885096,98.46
136.00000,0.990625,2888027,106.67
137.00000,0.991406,2890678,116.36
138.00000,0.992188,2893273,128.00
138.00000,0.992578,2893273,134.74
139.00000,0.992969,2896059,142.22
139.00000,0.993359,2896059,150.59
139.00000,0.993750,2896059,160.00
140.00000,0.994141,2898792,170.67
140.00000,0.994531,2898792,182.86
141.00000,0.994922,2901058,196.92
141.00000,0.995313,2901058,213.33
142.00000,0.995703,2902650,232.73
143.00000,0.996094,2903758,256.00
143.00000,0.996289,2903758,269.47
144.00000,0.996484,2904749,284.44
144.00000,0.996680,2904749,301.18
145.00000,0.996875,2905500,320.00
146.00000,0.997070,2906073,341.33
147.00000,0.997266,2906521,365.71
148.00000,0.997461,2906906,393.85
150.00000,0.997656,2907464,426.67
153.00000,0.997852,2907982,465.45
159.00000,0.998047,2908545,512.00
163.00000,0.998145,2908839,538.95
166.00000,0.998242,2909167,568.89
168.00000,0.998340,2909485,602.35
170.00000,0.998437,2909710,640.00
173.00000,0.998535,2910036,682.67
176.00000,0.998633,2910328,731.43
179.00000,0.998730,2910541,787.69
184.00000,0.998828,2910853,853.33
190.00000,0.998926,2911126,930.91
196.00000,0.999023,2911401,1024.00
199.00000,0.999072,2911527,1077.89
203.00000,0.999121,2911677,1137.78
207.00000,0.999170,2911840,1204.71
211.00000,0.999219,2911958,1280.00
219.00000,0.999268,2912114,1365.33
229.00000,0.999316,2912250,1462.86
238.00000,0.999365,2912398,1575.38
248.00000,0.999414,2912522,1706.67
263.00000,0.999463,2912674,1861.82
273.00000,0.999512,2912813,2048.00
277.00000,0.999536,2912879,2155.79
282.00000,0.999561,2912956,2275.56
286.00000,0.999585,2913024,2409.41
291.00000,0.999609,2913091,2560.00
297.00000,0.999634,2913175,2730.67
302.00000,0.999658,2913241,2925.71
307.00000,0.999683,2913312,3150.77
312.00000,0.999707,2913384,3413.33
