Value,Percentile,TotalCount,1/(1-Percentile)
18.00000,0.000000,274,1.00
20.00000,0.050000,703300,1.05
20.00000,0.100000,703300,1.11
20.00000,0.150000,703300,1.18
21.00000,0.200000,1951439,1.25
21.00000,0.250000,1951439,1.33
21.00000,0.300000,1951439,1.43
21.00000,0.350000,1951439,1.54
21.00000,0.400000,1951439,1.67
22.00000,0.450000,2691780,1.82
22.00000,0.500000,2691780,2.00
22.00000,0.525000,2691780,2.11
22.00000,0.550000,2691780,2.22
22.00000,0.575000,2691780,2.35
22.00000,0.600000,2691780,2.50
23.00000,0.625000,3094303,2.67
23.00000,0.650000,3094303,2.86
23.00000,0.675000,3094303,3.08
24.00000,0.700000,3673848,3.33
24.00000,0.725000,3673848,3.64
24.00000,0.750000,3673848,4.00
24.00000,0.762500,3673848,4.21
24.00000,0.775000,3673848,4.44
24.00000,0.787500,3673848,4.71
24.00000,0.800000,3673848,5.00
24.00000,0.812500,3673848,5.33
25.00000,0.825000,4090445,5.71
25.00000,0.837500,4090445,6.15
25.00000,0.850000,4090445,6.67
25.00000,0.862500,4090445,7.27
25.00000,0.875000,4090445,8.00
25.00000,0.881250,4090445,8.42
25.00000,0.887500,4090445,8.89
25.00000,0.893750,4090445,9.41
25.00000,0.900000,4090445,10.00
25.00000,0.906250,4090445,10.67
26.00000,0.912500,4247719,11.43
26.00000,0.918750,4247719,12.31
26.00000,0.925000,4247719,13.33
26.00000,0.931250,4247719,14.55
26.00000,0.937500,4247719,16.00
26.00000,0.940625,4247719,16.84
26.00000,0.943750,4247719,17.78
27.00000,0.946875,4329310,18.82
27.00000,0.950000,4329310,20.00
27.00000,0.953125,4329310,21.33
27.00000,0.956250,4329310,22.86
27.00000,0.959375,4329310,24.62
27.00000,0.962500,4329310,26.67
28.00000,0.965625,4372445,29.09
28.00000,0.968750,4372445,32.00
28.00000,0.970313,4372445,33.68
28.00000,0.971875,4372445,35.56
28.00000,0.973437,4372445,37.65
29.00000,0.975000,4385691,40.00
29.00000,0.976562,4385691,42.67
30.00000,0.978125,4391499,45.71
32.00000,0.979688,4396961,49.23
34.00000,0.981250,4404643,53.33
37.00000,0.982812,4409099,58.18
126.00000,0.984375,4416328,64.00
132.00000,0.985156,4419749,67.37
174.00000,0.985938,4422958,71.11
182.00000,0.986719,4427269,75.29
184.00000,0.987500,4432548,80.00
185.00000,0.988281,4435706,85.33
186.00000,0.989062,4438750,91.43
187.00000,0.989844,4441588,98.46
188.00000,0.990625,4444274,106.67
190.00000,0.991406,4449170,116.36
191.00000,0.992188,4451381,128.00
192.00000,0.992578,4453329,134.74
193.00000,0.992969,4455017,142.22
194.00000,0.993359,4456552,150.59
196.00000,0.993750,4459001,160.00
197.00000,0.994141,4459927,170.67
200.00000,0.994531,4462072,182.86
203.00000,0.994922,4463373,196.92
219.00000,0.995313,4465025,213.33
988.00000,0.995703,4466898,232.73
991.00000,0.996094,4468572,256.00
993.00000,0.996289,4470191,269.47
994.00000,0.996484,4471075,284.44
995.00000,0.996680,4472010,301.18
996.00000,0.996875,4472979,320.00
996.00000,0.997070,4472979,341.33
997.00000,0.997266,4473936,365.71
998.00000,0.997461,4474852,393.85
999.00000,0.997656,4475799,426.67
1000.00000,0.997852,4476609,465.45
1001.00000,0.998047,4477303,512.00
1002.00000,0.998145,4477970,538.95
1003.00000,0.998242,4478557,568.89
1004.00000,0.998340,4479035,602.35
1004.00000,0.998437,4479035,640.00
1006.00000,0.998535,4479729,682.67
1007.00000,0.998633,4480013,731.43
1009.00000,0.998730,4480393,787.69
1013.00000,0.998828,4480801,853.33
1055.00000,0.998926,4481228,930.91
1144.00000,0.999023,4481663,1024.00
1199.00000,0.999072,4481881,1077.89
1244.00000,0.999121,4482113,1137.78
1285.00000,0.999170,4482320,1204.71
