valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,265.354378,36.818688,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,264.77361,36.899448,1,S,,,,,,"ref iteration #2"
400.perlbench,9770,264.759101,36.90147,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,399.208675,24.172821,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,397.934112,24.250246,1,S,,,,,,"ref iteration #2"
401.bzip2,9650,397.090542,24.301762,0,S,,,,,,"ref iteration #3"
403.gcc,8050,245.240478,32.824924,0,S,,,,,,"ref iteration #1"
403.gcc,8050,245.800276,32.750167,1,S,,,,,,"ref iteration #2"
403.gcc,8050,246.54221,32.65161,0,S,,,,,,"ref iteration #3"
429.mcf,9120,272.691169,33.444427,0,S,,,,,,"ref iteration #1"
429.mcf,9120,284.143056,32.096508,0,S,,,,,,"ref iteration #2"
429.mcf,9120,282.771479,32.252192,1,S,,,,,,"ref iteration #3"
445.gobmk,10490,416.64684,25.177198,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,415.810542,25.227836,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,415.861913,25.224719,1,S,,,,,,"ref iteration #3"
456.hmmer,9330,382.457845,24.394845,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,379.571686,24.580337,1,S,,,,,,"ref iteration #2"
456.hmmer,9330,378.517366,24.648803,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,445.701457,27.148217,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,444.904157,27.196869,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,445.591317,27.154928,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,291.754464,71.018622,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,291.213342,71.150586,1,S,,,,,,"ref iteration #2"
462.libquantum,20720,291.185135,71.157479,0,S,,,,,,"ref iteration #3"
