time	rss	kernel
0	671744	229376
100829182	27648000	532480
200832965	27910144	532480
300836441	28041216	532480
400835874	28041216	536576
500845074	28041216	536576
600840156	28041216	536576
700841927	28041216	536576
800842960	28041216	536576
900840662	28041216	536576
1000838300	28303360	536576
1100839842	28262400	544768
1200836442	28262400	544768
1300835896	28262400	544768
1400832107	28262400	544768
1500828185	28262400	544768
1600831712	28262400	544768
1700838329	28196864	544768
1800838627	28196864	544768
1900836766	28196864	544768
2000829873	28196864	544768
2100837779	28196864	544768
2200846213	28196864	544768
2300837886	28196864	544768
2400827778	28196864	544768
2500836178	28196864	544768
2600840737	28327936	544768
2700843045	28327936	548864
2800835075	28327936	548864
2900831387	28327936	548864
3000829202	28327936	548864
3100828501	28327936	548864
3200826309	28327936	548864
3300835351	28188672	548864
3400839224	28319744	548864
3500832992	28319744	548864
3600833994	28319744	548864
3700839213	28319744	548864
3800843801	28319744	548864
3900836792	28319744	548864
4000833265	28319744	548864
4100831416	28319744	548864
4200825907	28319744	548864
4300831655	28319744	548864
4400826315	28319744	548864
4500831054	28319744	548864
4600831606	28319744	548864
4700826664	28319744	548864
4800832180	28450816	548864
4900840637	28319744	557056
5000834229	28319744	557056
5100828374	28319744	557056
5200825821	28319744	557056
5300828811	28319744	557056
5400831904	28319744	557056
5500814822	28450816	557056
5600890661	28352512	557056
5700850557	28352512	557056
5800824253	28352512	557056
5900827627	28352512	557056
6000828681	28352512	557056
6100834368	28352512	557056
6200841542	28352512	557056
6300844460	28352512	557056
6400835263	28409856	557056
6500837181	28409856	557056
6600835571	28409856	557056
6700836319	28409856	557056
6800833898	28409856	557056
6900831900	28409856	557056
7000836203	28442624	557056
7100841683	28442624	557056
7200836739	28278784	557056
7300835816	28540928	557056
7400840569	28475392	557056
7500835864	28475392	557056
7600829205	28475392	557056
7700840822	28352512	557056
7800834629	28352512	557056
7900836929	28352512	557056
8000837444	28352512	557056
8100837715	28352512	557056
8200844923	28352512	557056
8300841314	28352512	557056
8400832914	28352512	557056
8500831138	28352512	557056
8600835025	28352512	557056
8700855073	28352512	557056
8800840635	28352512	557056
8900841526	28352512	557056
9000841517	28483584	557056
9100838121	28483584	557056
9200836172	28483584	557056
9300839744	28483584	557056
9400843884	28483584	557056
9500844884	28483584	557056
9600835719	28483584	557056
9700841585	28483584	557056
9800839097	28426240	557056
9900836331	28426240	557056
10000831146	28426240	557056
10100872655	28426240	557056
10200851500	28426240	557056
10300837246	28426240	557056
10400830195	28426240	557056
10500842006	28426240	557056
10600834386	28426240	557056
10700832049	28426240	557056
10800830010	28360704	557056
10900831980	28360704	557056
11000834846	28491776	557056
11100838581	28483584	557056
11200828512	28450816	557056
11300842118	28450816	557056
11400842914	28450816	557056
11500841148	28450816	557056
11600832232	28450816	557056
11700831991	28450816	557056
11800826237	28450816	557056
11900834430	28450816	557056
12000832005	28450816	557056
12100835029	28450816	557056
12200842830	28450816	557056
12300835792	28450816	557056
12400823712	28450816	557056
12500835782	28450816	557056
12600834764	28450816	557056
12700844704	28450816	557056
12800835469	28450816	557056
12900833221	28450816	557056
13000824293	28450816	557056
13100821859	28450816	557056
13200824294	28450816	557056
13300840533	28450816	557056
13400837434	28450816	557056
13500841291	28450816	557056
13600873874	28450816	557056
13700848574	28450816	557056
13800832664	28450816	557056
13900826447	28450816	557056
14000830159	28450816	557056
14100836808	28385280	557056
14200833520	28385280	557056
14300840070	28385280	557056
14400835930	28385280	557056
14500841258	28385280	557056
14600847589	28385280	557056
14700845093	28385280	557056
14800834463	28385280	557056
14900837577	28385280	557056
15000850040	28385280	557056
15100845187	28385280	557056
15200826775	28385280	557056
15300827108	28385280	557056
15400826807	28385280	557056
15500826029	28385280	557056
15600820279	28385280	557056
15700825354	28385280	557056
15800833657	28385280	557056
15900839380	28426240	557056
16000833694	28426240	557056
16100837197	28426240	557056
16200844432	28426240	557056
16300845339	28426240	557056
16400833382	28426240	557056
16500840407	28426240	557056
16600829676	28426240	557056
16700825865	28426240	557056
16800820104	28426240	557056
16900822870	28426240	557056
17000822515	28426240	557056
17100840836	28426240	557056
17200823564	28557312	557056
17300836909	28557312	557056
17400844067	28557312	557056
17500843859	28557312	557056
17600835192	28557312	557056
17700844639	28557312	557056
17800840677	28557312	557056
17900838278	28557312	557056
18000825591	28557312	557056
18100821886	28557312	557056
18200824273	28557312	557056
18300825560	28557312	557056
18400818877	28557312	557056
18500825897	28557312	557056
18600822820	28557312	557056
18700830437	28557312	557056
18800829583	28557312	557056
18900837904	28557312	557056
19000833919	28557312	557056
19100826234	28557312	557056
19200820435	28557312	557056
19300824301	28557312	557056
19400824210	28557312	557056
19500823684	28557312	557056
19600818291	28557312	557056
19700824929	28557312	557056
19800822864	28557312	557056
19900827379	28557312	557056
20000821343	28557312	557056
20100826647	28557312	557056
20200833767	28557312	557056
20300843823	28557312	557056
20400832530	28557312	557056
20500841447	28557312	557056
20600841381	28459008	557056
20700837286	28459008	557056
20800822937	28459008	557056
20900823446	28459008	557056
21000821782	28459008	557056
21100822848	28459008	557056
21200817999	28459008	557056
21300835469	28459008	557056
21400832496	28459008	557056
21500826398	28459008	557056
21600820661	28459008	557056
21700828406	28459008	557056
21800824384	28459008	557056
21900825751	28459008	557056
22000823042	28459008	557056
22100829494	28459008	557056
22200841426	28459008	557056
22300846765	28459008	557056
22400872724	28459008	557056
22500871032	28459008	557056
22600827425	28459008	557056
22700832129	28459008	557056
22800870319	28459008	557056
22900857466	28459008	557056
23000841956	28459008	557056
23100842412	28459008	557056
23200830853	28459008	557056
23300839778	28459008	557056
23400844409	28459008	557056
23500844373	28459008	557056
23600833064	28459008	557056
23700842965	28459008	557056
23800836084	28459008	557056
23900825205	28459008	557056
24000819788	28459008	557056
24100822633	28459008	557056
24200829131	28459008	557056
24300840574	28459008	557056
24400834193	28459008	557056
24500847383	28459008	557056
24600841489	28459008	557056
24700842479	28377088	557056
24800832694	28377088	557056
24900843294	28377088	557056
25000830257	28377088	557056
25100825213	28377088	557056
25200820881	28377088	557056
25300826189	28377088	557056
25400824726	28377088	557056
25500824530	28377088	557056
25600822918	28377088	557056
25700831876	28377088	557056
25800831362	28377088	557056
25900830945	28377088	557056
26000830607	28377088	557056
26100834628	28377088	557056
26200839338	28377088	557056
26300832824	28377088	557056
26400821492	28377088	557056
26500826827	28377088	557056
26600825520	28377088	557056
26700824857	28377088	557056
26800817588	28377088	557056
26900824766	28377088	557056
27000828155	28377088	557056
27100825909	28377088	557056
27200858381	28377088	557056
27300849122	28377088	557056
27400832143	28377088	557056
27500828543	28377088	557056
27600822740	28377088	557056
27700827136	28377088	557056
27800824026	28377088	557056
27900824913	28377088	557056
28000837599	28377088	557056
28100825132	28377088	557056
28200830415	28377088	557056
28300837680	28377088	557056
28400837816	28377088	557056
28500828540	28377088	557056
28600825819	28377088	557056
28700833222	28377088	557056
28800825100	28377088	557056
28900823827	28377088	557056
29000821358	28377088	557056
29100822135	28377088	557056
29200832965	28377088	557056
29300830913	28377088	557056
29400828425	28377088	557056
29500836955	28377088	557056
29600832685	28377088	557056
29700831701	28377088	557056
29800827923	28377088	557056
29900825948	28377088	557056
30000825085	28377088	557056
30100822231	28377088	557056
30200825911	28377088	557056
30300826018	28377088	557056
30400837567	28377088	557056
30500833280	28377088	557056
30600823712	28377088	557056
30700824935	28377088	557056
30800825208	28377088	557056
30900823372	28377088	557056
31000837497	28377088	557056
31100816630	28377088	557056
31200825908	28377088	557056
31300824706	28377088	557056
31400819475	28377088	557056
31500832935	28377088	557056
31600851079	28377088	557056
31701671472	28377088	557056
31800816081	28377088	557056
31900823112	28377088	557056
32000828179	28377088	557056
32100828364	28344320	557056
32200833306	28344320	557056
32300833949	28344320	557056
32400840113	28344320	557056
32500834657	28344320	557056
32600833839	28344320	557056
32700841217	28606464	557056
32800835343	28409856	565248
