valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,276.635677,35.317209,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,279.809978,34.916553,1,S,,,,,,"ref iteration #2"
400.perlbench,9770,279.951867,34.898856,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,398.477532,24.217175,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,399.412881,24.160463,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,398.783158,24.198615,1,S,,,,,,"ref iteration #3"
403.gcc,8050,249.728602,32.234994,0,S,,,,,,"ref iteration #1"
403.gcc,8050,252.65175,31.862039,1,S,,,,,,"ref iteration #2"
403.gcc,8050,253.08385,31.80764,0,S,,,,,,"ref iteration #3"
429.mcf,9120,277.300864,32.888466,0,S,,,,,,"ref iteration #1"
429.mcf,9120,313.957783,29.048492,0,S,,,,,,"ref iteration #2"
429.mcf,9120,285.237131,31.973397,1,S,,,,,,"ref iteration #3"
445.gobmk,10490,418.564995,25.061819,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,417.607192,25.119299,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,417.62303,25.118347,1,S,,,,,,"ref iteration #3"
456.hmmer,9330,383.902412,24.303051,1,S,,,,,,"ref iteration #1"
456.hmmer,9330,389.207732,23.971775,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,382.691487,24.379952,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,449.737288,26.904596,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,447.227793,27.055564,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,448.991233,26.949301,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,294.285029,70.407931,1,S,,,,,,"ref iteration #1"
462.libquantum,20720,294.032453,70.468412,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,295.517693,70.114245,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,449.395643,49.243913,1,S,,,,,,"ref iteration #1"
464.h264ref,22130,449.102378,49.27607,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,453.511378,48.797012,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,334.427474,18.688656,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,352.914943,17.70965,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,345.580669,18.085502,1,S,,,,,,"ref iteration #3"
473.astar,7020,346.160788,20.279593,1,S,,,,,,"ref iteration #1"
473.astar,7020,350.576074,20.024185,0,S,,,,,,"ref iteration #2"
473.astar,7020,345.781432,20.301842,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,167.532066,41.186145,1,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,166.807601,41.365021,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,167.537874,41.184717,0,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,279.809978,34.916553,1,S,,,,,NR,"SelectedIteration (base #2)"
401.bzip2,9650,398.783158,24.198615,1,S,,,,,NR,"SelectedIteration (base #3)"
403.gcc,8050,252.65175,31.862039,1,S,,,,,NR,"SelectedIteration (base #2)"
429.mcf,9120,285.237131,31.973397,1,S,,,,,NR,"SelectedIteration (base #3)"
445.gobmk,10490,417.62303,25.118347,1,S,,,,,NR,"SelectedIteration (base #3)"
456.hmmer,9330,383.902412,24.303051,1,S,,,,,NR,"SelectedIteration (base #1)"
458.sjeng,12100,448.991233,26.949301,1,S,,,,,NR,"SelectedIteration (base #3)"
462.libquantum,20720,294.285029,70.407931,1,S,,,,,NR,"SelectedIteration (base #1)"
464.h264ref,22130,449.395643,49.243913,1,S,,,,,NR,"SelectedIteration (base #1)"
471.omnetpp,6250,345.580669,18.085502,1,S,,,,,NR,"SelectedIteration (base #3)"
473.astar,7020,346.160788,20.279593,1,S,,,,,NR,"SelectedIteration (base #1)"
483.xalancbmk,6900,167.532066,41.186145,1,S,,,,,NR,"SelectedIteration (base #1)"

SPECint_base2006,30.84489,,30.84489
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",001

"Hardware Vendor:",Intel
"Hardware Model:","Intel Core i7-4558U"
"Date tested:",Nov-2018
"CPU2006 License:",0
"Test sponsor:",PLASMA
"Tested by:","Bobby Powers"
"Hardware avail:",Oct-2017
"Software avail:",Oct-2017


HARDWARE

"CPU Name","Intel Core i7-4558U"
"CPU Characteristics"," "
"CPU MHz",3200
FPU,Integrated
"CPU(s) enabled","4 cores, 1 chip, 2 cores/chip, 2 threads/core"
"CPU(s) orderable","1,2 chips"
