time	rss
0	557056
101147737	35299328
201146421	51949568
301151947	68726784
401145703	102412288
501167915	102412288
602053252	102412288
701161077	102412288
801208359	102412288
901339458	102412288
1001166724	102412288
1101143380	102412288
1201153925	102412288
1301151035	102412288
1401166722	102412288
1501158423	102412288
1601167706	102412288
1701165390	102412288
1801159867	102412288
1901154886	102412288
2001158251	102412288
2101155880	102412288
2201156338	102412288
2301163375	102412288
2401160530	102412288
2501143331	102412288
2601149426	102412288
2701150535	102412288
2801159758	102412288
2901151990	102412288
3001154497	102412288
3101152851	102412288
3201148966	102412288
3301146824	102412288
3401159339	102412288
3501158410	102412288
3601160400	102412288
3701160659	102412288
3801150196	102412288
3901153926	102412288
4001153381	102412288
4101154776	102412288
4201153553	102412288
4301172415	102412288
4401156771	102412288
4501158129	102412288
4601159182	102412288
4701149916	102412288
4801155094	102412288
4901152722	102412288
5001147702	102412288
5101149502	102412288
5201151313	102412288
5301155594	102412288
5401149791	102412288
5501142842	102412288
5601150638	102412288
5701151159	102412288
5801159722	102412288
5901158629	102412288
6001166405	102412288
6101156932	102412288
6201152761	102412288
6301152485	102412288
6401159130	102412288
6501161772	102412288
6601147865	102412288
6701152530	102412288
6801142209	102412288
6901171611	102412288
7001363981	102412288
7101324307	102412288
7201157785	102412288
7301160388	102412288
7401345156	102412288
7501157606	102412288
7601155349	102412288
7701152273	102412288
7801159539	102412288
7901186064	102412288
8001159720	102412288
8101161755	102412288
8201160973	102412288
8301384400	102412288
8401317831	102412288
8501704342	102412288
8601163002	102412288
8701158022	102412288
8801157709	102412288
8901158706	102412288
9001157420	102412288
9101161575	102412288
9201159846	102412288
9301137609	102412288
9401158242	102412288
9501160098	102412288
9601166149	102412288
9701171016	102412288
9801154820	102412288
9901149577	102412288
10001156216	102412288
10101149388	102412288
10201154364	102412288
10301151074	102412288
10401148537	102412288
10501153225	102412288
10601153847	102412288
10701146007	102412288
10801157681	102412288
10901157037	102412288
11001164889	102412288
11101168152	102412288
11201159109	102412288
11301153501	102412288
11401144908	102412288
11501159875	102412288
11601152733	102412288
11701156855	102412288
11801150882	102412288
11901151031	102412288
12001153289	102412288
12101162190	102412288
12201168810	102412288
12301144918	102412288
12401150550	102412288
12501153303	102412288
12601152482	102412288
12701157970	102412288
12801159926	102412288
12901158614	102412288
13001147385	102412288
13101158915	102412288
13201143132	102412288
13301146827	102412288
13401178532	102412288
13501439508	102412288
13601423947	102412288
13701159591	102412288
13801155714	102412288
13901158419	102412288
14001519680	102412288
14101360205	102412288
14201559287	102412288
14301510070	102412288
14401171583	102412288
14501160567	102412288
14601161621	102412288
14701156270	102412288
14801164731	102412288
14901148792	102412288
15001162713	102412288
15101145931	102412288
15201156676	102412288
15301153763	102412288
15401161147	102412288
15501145784	102412288
15601154295	102412288
15701161326	102412288
15801162927	102412288
15901182568	102412288
16001172390	102412288
16101154856	102412288
16201154182	102412288
16301148892	102412288
16401169889	102412288
16501159631	102412288
16601158073	102412288
16701148108	102412288
16801151370	102412288
16901153374	102412288
17001151130	102412288
17101147981	102412288
17201160395	102412288
17301148424	102412288
17401160857	102412288
17501158136	102412288
17601152155	102412288
17701151605	102412288
17801150588	102412288
17901157085	102412288
18001157343	102412288
18101151797	102412288
18201151020	102412288
18301152028	102412288
18401162641	102412288
18501159480	102412288
18601171395	102412288
18701164265	102412288
18801152375	102412288
18901157072	102412288
19001157895	102412288
19101154797	102412288
19201159007	102412288
19301152702	102412288
19401154137	102412288
19501160794	102412288
19601153549	102412288
19701169332	102412288
19801158075	102412288
19901953203	102412288
20001168225	102412288
20101161366	102412288
20201160821	102412288
20301172189	102412288
20401173463	102412288
20501148934	102412288
20601164023	102412288
20701338902	102412288
20801154532	102412288
20901153711	102412288
21001144445	102412288
21101395095	102412288
21201152817	102412288
21301165940	102412288
21401149707	102412288
21501158830	102412288
21601153069	102412288
21701157322	102412288
21801157823	102412288
21901153807	102412288
22001168112	102412288
22101153292	102412288
22201155674	102412288
22301147219	102412288
22401154992	102412288
22501149508	102412288
22601147261	102412288
22701153940	102412288
22801150432	102412288
22901155327	102412288
23001152157	102412288
23101148288	102412288
23201160390	102412288
23301158591	102412288
23401183049	102412288
23501159094	102412288
23601152703	102412288
23701151642	102412288
23801158748	102412288
23901161416	102412288
24001151566	102412288
24101151962	102412288
24201150585	102412288
24301162151	102412288
24401142664	102412288
24501156708	102412288
24601153012	102412288
24703419525	102412288
24801148990	102412288
24901160237	102412288
25001144219	102412288
25101150841	102412288
25201150639	102412288
25301152571	102412288
25401172532	102412288
25501137827	102412288
25601162346	102412288
25701150050	102412288
25801153532	102412288
25901155737	102412288
26001156194	102412288
26101153010	102412288
26201160906	102412288
26301155948	102412288
26401155218	102412288
26501155191	102412288
26601149663	102412288
26701147952	102412288
26801159354	102412288
26901146190	102412288
27001159190	102412288
27101151742	102412288
27201148011	102412288
27301154435	102412288
27401151151	102412288
27501155647	102412288
27601159169	102412288
27701159437	102412288
27801163077	102412288
27901156972	102412288
28001156949	102412288
28101155141	102412288
28201159661	102412288
28301143136	102412288
28401149691	102412288
28501153900	102412288
28601153295	102412288
28701174992	102412288
28801156887	102412288
28901161429	102412288
29001159744	102412288
29101157917	102412288
29201144566	102412288
29301154410	102412288
29401156385	102412288
29501143217	102412288
29601148995	102412288
29701155848	102412288
29801141458	102412288
29901175206	102412288
30001175740	102412288
30101167708	102412288
30201160942	102412288
30301171280	102412288
30401390112	102412288
30501165440	102412288
30601158501	102412288
30701159536	102412288
30801155748	102412288
30901176559	102412288
31001181390	102412288
31101164164	102412288
31201167530	102412288
31301136783	102412288
31401153242	102412288
31501158765	102412288
31601150099	102412288
31701157308	102412288
31801158507	102412288
31901160150	102412288
32001151037	102412288
32101153703	102412288
32201154486	102412288
32301150255	102412288
