time	rss
0	499712
101129849	460353536
201172060	883847168
301170879	888041472
401148279	888041472
501147080	888041472
601147830	888041472
701150623	888041472
801147788	888041472
901150023	888041472
1001143453	888041472
1101150764	888041472
1201149401	888041472
1301147212	888041472
1401148797	888041472
1501148320	888041472
1601147561	888041472
1701163159	888041472
1801941606	888041472
1901174217	888041472
2001355250	888041472
2101150216	888041472
2201153462	888041472
2301149918	888041472
2401143366	888041472
2501147083	888041472
2601146055	888041472
2701144549	888041472
2801147992	888041472
2901148855	888041472
3001142482	888041472
3101144738	888041472
3201148066	888041472
3301142001	888041472
3401144927	888041472
3501149474	888041472
3601144505	888041472
3701145088	888041472
3801149087	888041472
3901149933	888041472
4001143628	888041472
4101147789	888041472
4201151026	888041472
4301143631	888041472
4401143178	888041472
4501145613	888041472
4601148745	888041472
4701145481	888041472
4801140584	888041472
4901149257	888041472
5001144437	888041472
5101148115	888041472
5201148893	888041472
5301148819	888041472
5401149045	888041472
5501148469	888041472
5601149576	888041472
5701146054	888041472
5801148437	888041472
5901147450	888041472
6001140966	888041472
6101146269	888041472
6201145843	888041472
6301147350	888041472
6401141017	888041472
6501145862	888041472
6601145420	888041472
6701147059	888041472
6801150123	888041472
6901148694	888041472
7001143911	888041472
7101142521	888041472
7201146430	888041472
7301150183	888041472
7401141311	888041472
7501143658	888041472
7601149399	888041472
7701144659	888041472
7801144883	888041472
7901148756	888041472
8001143143	888041472
8101148195	888041472
8201150274	888041472
8301161296	888041472
8401154583	888041472
8501339044	888041472
8601150500	888041472
8701841672	888041472
8801153905	888041472
8901150773	888041472
9001145087	888041472
9101148405	888041472
9201151468	888041472
9301151497	888041472
9401151225	888041472
9501149766	888041472
9601151626	888041472
9701156193	888041472
9801154544	888041472
9901152426	888041472
10001145508	888041472
10101155333	888041472
10201151595	888041472
10301154714	888041472
10401148019	888041472
10501150988	888041472
10601153394	888041472
10701150397	888041472
10801153401	888041472
10901150983	888041472
11001124955	888041472
11101148033	888041472
11201148687	888041472
11301162289	888041472
11401145248	888041472
11501309693	888041472
11601147284	888041472
11701141457	888041472
11801143212	888041472
11901145352	888041472
12001146903	888041472
12101145813	888041472
12201147368	888041472
12301159291	888041472
12401150072	888041472
12501150021	888041472
12601155376	888041472
12701152929	888041472
12801155325	888041472
12901146498	888041472
13001153242	888041472
13101152326	888041472
13201137128	888041472
13301152110	888041472
13401152543	888041472
13501145610	888041472
13601149417	888041472
13701146904	888041472
13801148097	888041472
13901146331	888041472
14001161018	888041472
14101154117	888041472
14201152061	888041472
14301153477	888041472
14401147245	888041472
14501149208	888041472
14601150363	888041472
14701154340	888041472
14801155694	888041472
14901151156	888041472
15001156613	888041472
15101153883	888041472
15201132200	888041472
15301152397	888041472
15401155818	888041472
15501148638	888041472
15601148949	888041472
15701154582	888041472
15801151754	888041472
15901151217	888041472
16001154013	888041472
16101151447	888041472
16201126182	888041472
16301142642	888041472
16401145500	888041472
16501140669	888041472
16601146081	888041472
16701144588	888041472
16801152158	888041472
16901147142	888041472
17001151775	888041472
17101145707	888041472
17201154292	888041472
17301137112	888041472
17401147537	888041472
17501146624	888041472
17601149661	888041472
17701151651	888041472
17801149847	888041472
17901142365	888041472
18001148578	888041472
18101146908	888041472
18201153057	888041472
18301147071	888041472
18401143117	888041472
18501140169	888041472
18601144273	888041472
18701147353	888041472
18801150514	888041472
18901149856	888041472
19001148738	888041472
19101151676	888041472
19201147955	888041472
19301157727	888041472
19401319457	888041472
19501149949	888041472
19601154301	888041472
19701151692	888041472
19801161216	888041472
19901153596	888041472
20001142431	888041472
20101151886	888041472
20201129516	888041472
20301144592	888041472
20401145162	888041472
20501139885	888041472
20601147709	888041472
20701145594	888041472
20801158542	888041472
20901155885	888041472
21001148983	888565760
21101315300	888565760
21201149740	888565760
21301149395	888565760
21401151416	888565760
21501148051	888565760
21601151600	888565760
21701126679	888565760
21801135725	888565760
21901131225	888565760
22001143587	888565760
22101123598	888565760
22201133644	888565760
22301133880	888565760
22401129899	888565760
22501135139	888565760
22601178470	888565760
22701122013	888565760
22801149527	888565760
22901149718	888565760
23001146667	888565760
23101145061	888565760
23201148118	888565760
23301150128	888565760
23401150658	888565760
23501146714	888565760
23601148135	888565760
23701139801	888565760
23801138061	888565760
23901137680	888565760
24001142606	888565760
24101299762	888565760
24201140635	888565760
24301147115	888565760
24401140895	888565760
24501137418	888565760
24601142285	888565760
24701139877	888565760
24801137823	888565760
24901144886	888565760
25001143065	888565760
25101139994	888565760
25201140139	888565760
25301141986	888565760
25401145108	888565760
25501135865	888565760
25601145623	888565760
25701140640	888565760
25801159265	888565760
25901149814	888565760
26001152168	888565760
26101144517	888565760
26201127878	888565760
26301147386	888565760
26401145524	888565760
26501146391	888565760
26601150508	888565760
26701147939	888565760
26801124874	888565760
26901147324	888565760
27001150109	888565760
27101147654	888565760
27201127770	888565760
27301150412	888565760
27401145703	888565760
27501136730	888565760
27601140882	888565760
27701139437	888565760
27801145067	888565760
27901141361	888565760
28001145954	888565760
28101139057	888565760
28201143932	888565760
28301143564	888565760
28401139724	888565760
28501137664	888565760
28601137578	888565760
28701142429	888565760
28801144084	888565760
28901145663	888565760
29001145710	888565760
29101143694	888565760
29201141927	888565760
29301130364	888565760
29401145675	888565760
29501145342	888565760
29601154624	893546496
29701130547	893546496
29801153295	893546496
29901155133	893546496
30001154554	893546496
30101155066	893546496
30201155605	893546496
30301157624	893546496
30401151464	893546496
30501153589	893546496
30601155365	893546496
30701154589	893546496
30801155918	893546496
30901153696	893546496
31001156486	893546496
31101153566	893546496
31201130143	893546496
31301155294	893546496
31401154478	893546496
31501157024	893546496
31601155623	893546496
31701157194	893546496
31801155980	893546496
31901157292	893546496
32001156667	893546496
32101154157	893546496
32201155086	893546496
32301154650	893546496
32401154412	893546496
32501153853	893546496
32601155488	893546496
32701156612	893546496
32801156609	893546496
32901150049	893546496
33001171009	893546496
33101155993	893546496
33201148552	893546496
33301148697	893546496
33401966587	893546496
33501153284	893546496
33601153818	893546496
33701130187	893546496
33801152602	893546496
33901152395	893546496
34001158371	893546496
34101153078	893546496
34201130706	893546496
34301153732	893546496
34401152770	893546496
34501151749	893546496
34601153939	893546496
34701126070	893546496
34801155504	893546496
34901151421	893546496
35001147558	893546496
35101152372	893546496
35201131209	893546496
35301151452	893546496
35401153330	893546496
35501153543	893546496
35601153492	893546496
35701152922	893546496
35801152655	893546496
35901151961	893546496
36001154179	893546496
36101151873	893546496
36201148776	893546496
36301162874	893546496
36401156082	893546496
36501150230	893546496
36601150796	893546496
36701149821	893546496
36801152436	893546496
36901149025	893546496
37001150199	893546496
37101149236	893546496
37201341452	893546496
37301147392	893546496
37401150017	893546496
37501150413	893546496
37601148704	893546496
37701147014	893546496
37801385503	893546496
37901144864	893546496
38001148012	893546496
38101148969	893546496
38201153054	893546496
38301164537	893546496
38401151772	893546496
38501155743	893546496
38601159298	893546496
38701154155	893546496
38801154625	893546496
38901154517	893546496
39001157291	893546496
39101131005	893546496
39201146005	893546496
39301149618	893546496
39401154416	893546496
39501151342	893546496
39601149981	893546496
39701150202	893546496
39801149799	893546496
39901149404	893546496
40001149755	893546496
40101149759	893546496
40201148676	893546496
40301149134	893546496
40401148882	893546496
40501154873	893546496
40601149688	893546496
40701165130	893546496
40801155420	893546496
40901151059	893546496
41001150016	893546496
41101150364	893546496
41201148365	893546496
41301161974	893546496
41401310311	893546496
41501150127	893546496
41601151381	893546496
41701146116	893546496
41801151614	893546496
41901146794	893546496
42001152359	893546496
42101152939	893546496
42201152476	893546496
42301152123	893546496
42401148853	893546496
42501152531	893546496
42601152614	893546496
42701154218	893546496
42801152347	893546496
42901154983	893546496
43001152856	893546496
43101153072	893546496
43201154878	893546496
43301155428	893546496
43401154284	893546496
43501145999	893546496
43601153512	893546496
43701152908	893546496
43801152377	893546496
43901153857	893546496
44001152183	893546496
44101154039	893546496
44201152640	893546496
44301153437	893546496
44401153382	893546496
44501155657	893546496
44601153850	893546496
44701150195	893546496
44801163009	893546496
44901155877	893546496
45001157034	893546496
45101151492	893546496
45201154903	893546496
45301153532	893546496
45401154815	893546496
45501501345	893546496
45601964049	893546496
45701151174	893546496
45801154467	893546496
45901158607	893546496
46001150293	893546496
46101151704	893546496
46201153553	893546496
46301154610	893546496
46401155586	893546496
46501157859	893546496
46601153905	893546496
46701155109	893546496
46801157660	893546496
