time	rss
0	634880
101161767	45146112
201170440	63270912
301169107	67997696
401171684	67903488
501176546	75149312
601175618	106987520
701166333	198606848
801312394	198807552
901572463	202870784
1001347876	86839296
1101164583	100139008
1201161257	101318656
1301175106	102891520
1401159585	103329792
1501312826	103460864
1601333082	99479552
1701341652	97202176
1801532154	97935360
1901230660	97710080
2001160354	97472512
2101159195	97456128
2201157325	97894400
2301160282	97267712
2401156527	97955840
2501159071	97738752
2601159594	97792000
2701157852	98000896
2801165912	97468416
2901157244	97955840
3001159987	97583104
3101159217	97865728
3201151014	97492992
3301159542	97955840
3401402196	105091072
3501615336	107200512
3601154187	98234368
3701152726	97701888
3801166790	97964032
3901171536	96804864
4001409761	97222656
4101298581	96546816
4201157775	96575488
4301157644	97165312
4401159359	97103872
4501157156	96481280
4601154415	97267712
4701160386	108883968
4801173334	97394688
4901180380	160112640
5001178456	189952000
5101166736	189952000
5201160718	189952000
5301168119	189952000
5401163632	189952000
5501163172	189952000
5601159765	189952000
5701163592	189952000
5801177850	189952000
5901161811	189952000
6001321734	197423104
6101168621	194174976
6201162707	182640640
6301253383	100651008
6401169339	99844096
6501170863	100593664
6601170646	106078208
6701169224	113037312
6801177677	113971200
6901170518	116887552
7001171940	115724288
7101171502	118001664
7201149326	117309440
7301162726	117641216
7401159127	117575680
7501152607	118169600
7601158448	118059008
7701138560	117821440
7801161470	118444032
7901160181	118009856
8001158676	118460416
8101158532	118661120
8201158662	118870016
8301158447	118538240
8401158712	118607872
8501163456	119209984
8601158541	118767616
8701171308	122331136
8801172721	129728512
8901170879	135864320
9001161893	136265728
9101159544	136413184
9201158050	136593408
9301149253	136552448
9401149949	136609792
9501151714	137191424
9601153709	137134080
9701313918	137388032
9801153396	137936896
9901335580	138199040
10001151835	138297344
10101166995	139972608
10201170863	140365824
10301158012	140365824
10401162970	137752576
10501172144	137752576
10601174117	137752576
10701171448	137752576
10801172289	137752576
10901174426	137752576
11001172596	137752576
11101168934	137752576
11201169632	137752576
11301182864	137752576
11401168328	137752576
11501416830	137752576
11601172454	137752576
11701171082	137752576
11801151744	137752576
11901171674	137752576
12001174188	137752576
12101170646	137752576
12201150276	137752576
12301177553	137752576
12401173020	137752576
12501171307	137752576
12601172532	137752576
12701175686	137752576
12801171601	137752576
12901170742	137752576
13001176554	137752576
13101175244	137752576
13201170219	137752576
13301171704	137752576
13401173867	145870848
13501172466	155258880
13601172775	175575040
13701170055	178065408
13801173690	161968128
13901171770	161406976
14001168888	161034240
14101168062	161558528
14201148248	159039488
14301169110	158973952
14401541640	161464320
14501169563	161918976
14601155930	162287616
14701150886	162041856
14801162258	162082816
14901156984	162099200
15001155084	162336768
15101156171	162222080
15201157906	162279424
15301156629	162295808
15401168578	160440320
15501172730	160509952
15601173490	161873920
15701167609	167002112
15801169794	163581952
15901150116	162226176
16001172502	164175872
16101170425	168050688
16201165709	169263104
16301171988	179404800
16401167901	288849920
16501168929	288935936
16601168407	282337280
16701171644	174395392
16801314319	179769344
16901166969	184094720
17001168325	185667584
17101163231	182439936
17201161619	183488512
17301168308	178561024
17401168902	177168384
17501163277	176664576
17601385972	176500736
17701165739	177123328
17801162328	176730112
17901156011	176504832
18001157907	176766976
18101166732	177197056
18201695557	176705536
18301165441	177176576
18401143184	176857088
18501150755	176533504
18601152679	176701440
18701151196	177102848
18801150251	177213440
18901155126	177127424
19001160475	176500736
19101172116	186408960
19201170911	186499072
19301180313	176795648
19401170666	176926720
19501167769	174956544
19601169588	175771648
19701140089	175861760
19801146583	175931392
19901150598	175775744
20001149928	176353280
20101161634	175984640
20201137074	175800320
20301173673	187174912
20401178323	187305984
20501156611	175316992
20601164205	237129728
20701163010	263819264
20801164525	263819264
20901167784	263819264
21001164430	263819264
21101165436	263819264
21201162335	263819264
21301175735	263819264
21401168088	263819264
21501170783	263819264
21601168860	263819264
21701177211	294612992
21801175055	213725184
21901175477	177844224
22001174735	178663424
22101171978	179589120
22201167305	181665792
22301150874	183750656
22401168158	180568064
22501167087	182624256
22601162902	181334016
22701143144	181968896
22801158330	182030336
22901155914	181923840
23001159629	181440512
23101159417	181460992
23201137907	181903360
23301161120	182050816
23401159644	181272576
23501155708	181612544
23601161888	181891072
23701138561	182071296
23801159550	181293056
23901163936	181981184
24001150141	184115200
24101148320	184598528
24201168765	184860672
24301146672	185212928
24401151559	185032704
24501148030	185356288
24601228483	184930304
24701147941	185356288
24801157677	185323520
24901163464	185012224
25001159560	184909824
25101153865	185044992
25201154851	185331712
25301156353	185335808
25401165792	186920960
25501167390	186920960
25601168915	183631872
25701171888	184242176
25801173056	184242176
25901176005	184242176
26001173679	184242176
26101165458	184242176
26201168537	184242176
26301172882	184242176
26401173288	184242176
26501174893	184242176
26601171897	184242176
26701173315	184242176
26801173389	184242176
26901166416	184242176
27001205687	184242176
27101175889	184242176
27201151845	184242176
27301513572	184242176
27401174424	184242176
27501174568	184242176
27601173129	184242176
27701147451	184242176
27801175495	184242176
27901178335	184242176
28001173180	184590336
28101347266	186626048
28201169994	208404480
28301159648	209059840
28401344197	209846272
28501162269	192651264
28601168055	192913408
28701163398	192671744
28801173884	192933888
28901172993	190238720
29001170736	190451712
29101171940	192249856
29201163267	192741376
29301151486	192421888
29401149209	192282624
29501139873	192405504
29601150687	192700416
29701150141	192462848
29801150383	192184320
29901147953	192520192
30001148571	192503808
30101165198	190894080
30201165476	195088384
30301175750	197353472
30401174368	191873024
