time	rss	kernel
0	540672	131072
100681647	44728320	606208
200689922	62029824	696320
300680677	66748416	704512
400688204	69763072	733184
500689129	75005952	770048
600695198	141197312	1048576
700688710	197296128	1273856
800691450	198860800	1306624
900678583	203448320	1314816
1000688596	203431936	1314816
1100684595	203431936	1314816
1200684967	203431936	1314816
1300685650	203415552	1314816
1400681766	203415552	1314816
1500676860	203415552	1314816
1600684478	203399168	1314816
1700689553	203513856	1314816
1800678885	203505664	1314816
1900678429	203505664	1314816
2000687946	203497472	1314816
2100693351	203497472	1314816
2200689754	203497472	1314816
2300657256	203489280	1314816
2400678709	203489280	1314816
2500684836	203481088	1314816
2600686095	203472896	1314816
2700691935	203472896	1314816
2800686195	203472896	1314816
2900686212	262840320	1560576
3000686969	273444864	1609728
3100682307	273444864	1609728
3200677645	273444864	1609728
3300682254	273444864	1609728
3400685135	273444864	1609728
3500677419	273444864	1609728
3600674808	273444864	1609728
3700676311	273444864	1609728
3800684050	273444864	1609728
3900673672	273444864	1609728
4000691708	273444864	1609728
4100685156	273432576	1609728
4200687178	335429632	1859584
4300690460	335405056	1859584
4400685398	335376384	1859584
4500695173	335351808	1859584
4600692787	335339520	1859584
4700694653	335458304	1859584
4800688149	335458304	1859584
4900681575	335446016	1859584
5000682506	335433728	1859584
5100681062	335421440	1859584
5200685602	335409152	1859584
5300689338	335396864	1859584
5400685115	335372288	1859584
5500682486	335360000	1859584
5600686464	335478784	1859584
5700685364	335478784	1859584
5800677725	335478784	1859584
5900672563	335466496	1859584
6000687900	335466496	1859584
6100691113	335466496	1859584
6200691650	335466496	1859584
6300689743	335466496	1859584
6400685737	335466496	1859584
6500686486	335466496	1859584
6600687488	335466496	1859584
6700686568	335466496	1859584
6800690316	335466496	1859584
6900679849	335466496	1859584
7000690542	335466496	1859584
7100684422	335466496	1859584
7200682088	335466496	1859584
7300688256	335466496	1859584
7400682080	335466496	1859584
7500683001	335466496	1859584
7600681045	335466496	1859584
7700685158	335466496	1859584
7800681924	335466496	1859584
7900675736	335466496	1859584
8000687219	335466496	1859584
8100685079	335466496	1859584
8200691539	335466496	1859584
8300688422	335466496	1859584
8400685053	335466496	1859584
8500683029	335466496	1859584
8600681755	335466496	1859584
8700691123	335466496	1859584
8800688331	335466496	1859584
8900684878	335429632	1859584
9000693107	335429632	1859584
9100692671	335421440	1859584
9200691844	335392768	1859584
9300674782	335495168	1859584
9400683046	335495168	1859584
9500680389	335470592	1859584
9600729961	335458304	1859584
9700673159	335458304	1859584
9800677820	335458304	1859584
9900673374	335458304	1859584
10000672435	335458304	1859584
10100688348	335458304	1859584
10200686195	335458304	1859584
10300686462	335458304	1859584
10400679334	335446016	1859584
10500682365	336076800	1859584
10600690590	336125952	1867776
10700672115	336072704	1867776
10800692859	336039936	1871872
10900676146	336039936	1871872
11000685452	445878272	2347008
11100684235	445878272	2347008
11200688606	445820928	2351104
11300690311	445796352	2351104
11400665664	445796352	2351104
11500673437	445796352	2351104
11600685821	445759488	2351104
11700682042	445759488	2351104
11800678869	445759488	2351104
11900674627	445857792	2351104
12000687072	445825024	2351104
12100688182	445808640	2351104
12200685694	445792256	2351104
12300694990	445792256	2351104
12400686932	445792256	2351104
12500682978	445792256	2351104
12600697182	445775872	2351104
12700682129	445775872	2351104
12800692232	445775872	2351104
12900679322	445759488	2351104
13000692298	445743104	2351104
13100695688	445743104	2351104
13200692335	445743104	2351104
13300693282	445857792	2351104
13400683331	445841408	2351104
13500675853	445841408	2351104
13600674359	445841408	2351104
13700674376	445841408	2351104
13800667162	445841408	2351104
13900668472	445841408	2351104
14000675734	445841408	2351104
14100674956	445841408	2351104
14200679570	445841408	2351104
14300676297	445841408	2351104
14400678178	445841408	2351104
14500701473	472170496	2543616
14600692323	506249216	2600960
14700689188	506249216	2600960
14800698549	506216448	2600960
14900697019	506216448	2600960
15000690313	506216448	2600960
15100691301	506216448	2600960
15200687334	506216448	2600960
15300687270	506216448	2600960
15400684491	506195968	2600960
15500689020	506195968	2600960
15600688342	506155008	2600960
15700685716	506134528	2600960
15800688872	506134528	2600960
15900680525	506134528	2600960
16000685026	506241024	2600960
16100698214	506241024	2600960
16200698459	506241024	2600960
16300689297	506241024	2600960
16400688486	506241024	2600960
16500696090	506241024	2600960
16600696162	506241024	2600960
16700698059	506241024	2600960
16800699284	506241024	2600960
16900696057	506241024	2600960
17000696266	506241024	2600960
17100698695	506241024	2600960
17200700351	506241024	2600960
17300699282	506241024	2600960
17400700944	506241024	2600960
17500683017	506241024	2600960
17600691335	506241024	2600960
17700699797	506241024	2600960
17800686365	506241024	2600960
17900684977	506241024	2600960
18000696599	506241024	2600960
18100696727	506241024	2600960
18200689717	506241024	2600960
18300692083	506224640	2600960
18400694377	506224640	2600960
18500684225	506224640	2600960
18600872333	506036224	2617344
18700684194	506036224	2617344
18800689262	505950208	2621440
18900672986	505950208	2621440
19000686192	505909248	2621440
19100680686	506023936	2621440
19200685376	506023936	2621440
19300690541	506023936	2621440
19400679019	506023936	2621440
19500673726	506023936	2621440
19600687269	506023936	2621440
19700686919	506023936	2621440
19800673167	506023936	2621440
19900669364	369991680	2621440
