valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,281.985398,34.647184,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,284.384848,34.354854,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,282.409954,34.595098,1,S,,,,,,"ref iteration #3"
401.bzip2,9650,398.145522,24.237369,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,400.89659,24.071045,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,398.683631,24.204656,1,S,,,,,,"ref iteration #3"
403.gcc,8050,255.566787,31.498616,0,S,,,,,,"ref iteration #1"
403.gcc,8050,256.883245,31.337194,1,S,,,,,,"ref iteration #2"
403.gcc,8050,258.888774,31.094434,0,S,,,,,,"ref iteration #3"
429.mcf,9120,284.198942,32.090197,0,S,,,,,,"ref iteration #1"
429.mcf,9120,283.778269,32.137767,1,S,,,,,,"ref iteration #2"
429.mcf,9120,279.29704,32.653407,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,417.920983,25.100439,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,418.312141,25.076968,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,418.120632,25.088453,1,S,,,,,,"ref iteration #3"
456.hmmer,9330,380.217065,24.538615,1,S,,,,,,"ref iteration #1"
456.hmmer,9330,380.856254,24.497432,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,379.236703,24.602049,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,446.483405,27.100671,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,446.967016,27.071349,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,446.508321,27.099159,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,295.52924,70.111506,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,294.136832,70.443405,1,S,,,,,,"ref iteration #2"
462.libquantum,20720,292.671198,70.79617,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,450.416124,49.132344,1,S,,,,,,"ref iteration #1"
464.h264ref,22130,449.741458,49.206049,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,452.238755,48.934329,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,344.613837,18.136242,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,345.905136,18.068538,1,S,,,,,,"ref iteration #2"
471.omnetpp,6250,346.754067,18.024302,0,S,,,,,,"ref iteration #3"
473.astar,7020,348.302342,20.154903,1,S,,,,,,"ref iteration #1"
473.astar,7020,348.014532,20.171571,0,S,,,,,,"ref iteration #2"
473.astar,7020,350.59501,20.023103,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,195.958838,35.211476,1,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,196.473791,35.119188,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,195.135696,35.360009,0,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,282.409954,34.595098,1,S,,,,,NR,"SelectedIteration (base #3)"
401.bzip2,9650,398.683631,24.204656,1,S,,,,,NR,"SelectedIteration (base #3)"
403.gcc,8050,256.883245,31.337194,1,S,,,,,NR,"SelectedIteration (base #2)"
429.mcf,9120,283.778269,32.137767,1,S,,,,,NR,"SelectedIteration (base #2)"
445.gobmk,10490,418.120632,25.088453,1,S,,,,,NR,"SelectedIteration (base #3)"
456.hmmer,9330,380.217065,24.538615,1,S,,,,,NR,"SelectedIteration (base #1)"
458.sjeng,12100,446.508321,27.099159,1,S,,,,,NR,"SelectedIteration (base #3)"
462.libquantum,20720,294.136832,70.443405,1,S,,,,,NR,"SelectedIteration (base #2)"
464.h264ref,22130,450.416124,49.132344,1,S,,,,,NR,"SelectedIteration (base #1)"
471.omnetpp,6250,345.905136,18.068538,1,S,,,,,NR,"SelectedIteration (base #2)"
473.astar,7020,348.302342,20.154903,1,S,,,,,NR,"SelectedIteration (base #1)"
483.xalancbmk,6900,195.958838,35.211476,1,S,,,,,NR,"SelectedIteration (base #1)"

SPECint_base2006,30.405728,,30.405728
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",001

"Hardware Vendor:",Intel
"Hardware Model:","Intel Core i7-4558U"
"Date tested:",Nov-2018
"CPU2006 License:",0
"Test sponsor:",PLASMA
"Tested by:","Bobby Powers"
"Hardware avail:",Oct-2017
"Software avail:",Oct-2017


HARDWARE

"CPU Name","Intel Core i7-4558U"
"CPU Characteristics"," "
