valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,271.8677,35.936597,1,S,,,,,,"ref iteration #1"
400.perlbench,9770,269.288544,36.280786,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,272.238965,35.887589,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,393.793591,24.505224,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,395.364136,24.407879,1,S,,,,,,"ref iteration #2"
401.bzip2,9650,395.971536,24.370439,0,S,,,,,,"ref iteration #3"
403.gcc,8050,244.495773,32.924905,0,S,,,,,,"ref iteration #1"
403.gcc,8050,244.842922,32.878222,1,S,,,,,,"ref iteration #2"
403.gcc,8050,245.547916,32.783825,0,S,,,,,,"ref iteration #3"
429.mcf,9120,268.955419,33.908965,0,S,,,,,,"ref iteration #1"
429.mcf,9120,275.630309,33.087798,1,S,,,,,,"ref iteration #2"
429.mcf,9120,277.221441,32.897888,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,420.036619,24.974013,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,419.395272,25.012204,1,S,,,,,,"ref iteration #2"
445.gobmk,10490,419.296848,25.018075,0,S,,,,,,"ref iteration #3"
456.hmmer,9330,378.282413,24.664113,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,379.550487,24.58171,1,S,,,,,,"ref iteration #2"
456.hmmer,9330,382.145291,24.414798,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,450.376061,26.866437,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,450.216597,26.875953,1,S,,,,,,"ref iteration #2"
458.sjeng,12100,447.820613,27.019748,0,S,,,,,,"ref iteration #3"
462.libquantum,20720,293.153808,70.679621,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,293.395691,70.621351,1,S,,,,,,"ref iteration #2"
462.libquantum,20720,294.576218,70.338333,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,466.046065,47.484576,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,462.229911,47.876607,1,S,,,,,,"ref iteration #2"
464.h264ref,22130,460.850784,48.019881,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,330.556181,18.907527,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,320.664237,19.490792,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,329.941449,18.942755,1,S,,,,,,"ref iteration #3"
473.astar,7020,359.313753,19.537243,1,S,,,,,,"ref iteration #1"
473.astar,7020,360.835789,19.454833,0,S,,,,,,"ref iteration #2"
473.astar,7020,355.456607,19.749246,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,199.847031,34.526407,0,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,201.477703,34.246966,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,201.453264,34.25112,1,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,271.8677,35.936597,1,S,,,,,NR,"SelectedIteration (base #1)"
401.bzip2,9650,395.364136,24.407879,1,S,,,,,NR,"SelectedIteration (base #2)"
403.gcc,8050,244.842922,32.878222,1,S,,,,,NR,"SelectedIteration (base #2)"
429.mcf,9120,275.630309,33.087798,1,S,,,,,NR,"SelectedIteration (base #2)"
445.gobmk,10490,419.395272,25.012204,1,S,,,,,NR,"SelectedIteration (base #2)"
456.hmmer,9330,379.550487,24.58171,1,S,,,,,NR,"SelectedIteration (base #2)"
458.sjeng,12100,450.216597,26.875953,1,S,,,,,NR,"SelectedIteration (base #2)"
462.libquantum,20720,293.395691,70.621351,1,S,,,,,NR,"SelectedIteration (base #2)"
464.h264ref,22130,462.229911,47.876607,1,S,,,,,NR,"SelectedIteration (base #2)"
471.omnetpp,6250,329.941449,18.942755,1,S,,,,,NR,"SelectedIteration (base #3)"
473.astar,7020,359.313753,19.537243,1,S,,,,,NR,"SelectedIteration (base #1)"
483.xalancbmk,6900,201.453264,34.25112,1,S,,,,,NR,"SelectedIteration (base #3)"

SPECint_base2006,30.60678,,30.60678
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",001

"Hardware Vendor:",Intel
"Hardware Model:","Intel Core i7-4558U"
"Date tested:",Nov-2018
"CPU2006 License:",0
"Test sponsor:",PLASMA
"Tested by:","Bobby Powers"
"Hardware avail:",Oct-2017
"Software avail:",Oct-2017


HARDWARE

"CPU Name","Intel Core i7-4558U"
"CPU Characteristics"," "
