time	rss	kernel
0	638976	155648
100717941	34844672	356352
200720912	43167744	385024
300729521	51556352	417792
400714417	68464640	483328
500727088	68464640	483328
600737384	68464640	483328
700731729	68464640	483328
800731525	68464640	483328
900723743	68464640	483328
1000756240	68464640	483328
1100733714	68464640	483328
1200717821	68464640	483328
1300751151	68464640	483328
1400750725	68464640	483328
1500720503	68464640	483328
1600964863	68464640	483328
1700762686	68464640	483328
1800747080	68464640	483328
1900753969	68464640	483328
2000748405	68464640	483328
2100731512	68464640	483328
2200724238	68464640	483328
2300729220	68464640	483328
2400744630	68464640	483328
2500746562	68464640	483328
2600714508	68464640	483328
2700723833	68464640	483328
2800740693	68464640	483328
2900742584	68464640	483328
3000750078	68464640	483328
3100729089	68464640	483328
3200736425	68464640	483328
3300723782	68464640	483328
3400736265	68464640	483328
3500722200	68464640	483328
3600734868	68464640	483328
3700725511	68464640	483328
3800728254	68464640	483328
3900739823	68464640	483328
4000758791	68464640	483328
4100744925	68464640	483328
4200729117	68464640	483328
4300731448	68464640	483328
4400727884	68464640	483328
4500742765	68464640	483328
4600754282	68464640	483328
4700751346	68464640	483328
4800727588	68464640	483328
4900728881	68464640	483328
5000743433	68464640	483328
5100734352	68464640	483328
5200727292	68464640	483328
5300729539	68464640	483328
5400748271	68464640	483328
5500734561	68464640	483328
5600742575	68464640	483328
5700732954	68464640	483328
5800739417	68464640	483328
5900740694	68464640	483328
6000743214	68464640	483328
6100717869	68464640	483328
6200740139	68464640	483328
6300730950	68464640	483328
6400724293	68464640	483328
6500728499	68464640	483328
6600721750	68464640	483328
6700743129	68464640	483328
6800744182	68464640	483328
6900730360	68464640	483328
7000732275	68464640	483328
7100749113	68464640	483328
7200742561	68464640	483328
7300725032	68464640	483328
7400718011	68464640	483328
7500720816	68464640	483328
7600731051	68464640	483328
7700729917	68464640	483328
7800736149	68464640	483328
7900718376	68464640	483328
8000739476	68464640	483328
8100731938	68464640	483328
8200743278	68464640	483328
8300739239	68464640	483328
8400743215	68464640	483328
8500753743	68464640	483328
8600732415	68464640	483328
8700732490	68464640	483328
8800739318	68464640	483328
8900741449	68464640	483328
9000744997	68464640	483328
9100748742	68464640	483328
9200746750	68464640	483328
9300736213	68464640	483328
9400733018	68464640	483328
9500729162	68464640	483328
9600729656	68464640	483328
9700739194	68464640	483328
9800750049	68464640	483328
9900717590	68464640	483328
10000732748	68464640	483328
10100722168	68464640	483328
10200722076	68464640	483328
10300728343	68464640	483328
10400731853	68464640	483328
10500736265	68464640	483328
10600730335	68464640	483328
10700747767	68464640	483328
10800732140	68464640	483328
10900746087	68464640	483328
