Value,Percentile,TotalCount,1/(1-Percentile)
19.000,0.000000,1785829,1.00
23.000,0.050000,10707153,1.05
23.000,0.100000,10707153,1.11
23.000,0.150000,10707153,1.18
23.000,0.200000,10707153,1.25
23.000,0.250000,10707153,1.33
27.000,0.300000,27644238,1.43
27.000,0.350000,27644238,1.54
27.000,0.400000,27644238,1.67
27.000,0.450000,27644238,1.82
27.000,0.500000,27644238,2.00
27.000,0.525000,27644238,2.11
27.000,0.550000,27644238,2.22
27.000,0.575000,27644238,2.35
27.000,0.600000,27644238,2.50
27.000,0.625000,27644238,2.67
27.000,0.650000,27644238,2.86
27.000,0.675000,27644238,3.08
31.000,0.700000,38758626,3.33
31.000,0.725000,38758626,3.64
31.000,0.750000,38758626,4.00
31.000,0.762500,38758626,4.21
31.000,0.775000,38758626,4.44
31.000,0.787500,38758626,4.71
31.000,0.800000,38758626,5.00
31.000,0.812500,38758626,5.33
31.000,0.825000,38758626,5.71
31.000,0.837500,38758626,6.15
31.000,0.850000,38758626,6.67
31.000,0.862500,38758626,7.27
31.000,0.875000,38758626,8.00
31.000,0.881250,38758626,8.42
31.000,0.887500,38758626,8.89
31.000,0.893750,38758626,9.41
31.000,0.900000,38758626,10.00
31.000,0.906250,38758626,10.67
31.000,0.912500,38758626,11.43
31.000,0.918750,38758626,12.31
31.000,0.925000,38758626,13.33
31.000,0.931250,38758626,14.55
31.000,0.937500,38758626,16.00
31.000,0.940625,38758626,16.84
31.000,0.943750,38758626,17.78
31.000,0.946875,38758626,18.82
31.000,0.950000,38758626,20.00
31.000,0.953125,38758626,21.33
31.000,0.956250,38758626,22.86
31.000,0.959375,38758626,24.62
31.000,0.962500,38758626,26.67
31.000,0.965625,38758626,29.09
35.000,0.968750,39316534,32.00
35.000,0.970313,39316534,33.68
35.000,0.971875,39316534,35.56
35.000,0.973437,39316534,37.65
35.000,0.975000,39316534,40.00
35.000,0.976562,39316534,42.67
35.000,0.978125,39316534,45.71
35.000,0.979688,39316534,49.23
35.000,0.981250,39316534,53.33
39.000,0.982812,39408988,58.18
39.000,0.984375,39408988,64.00
43.000,0.985156,39458319,67.37
47.000,0.985938,39471066,71.11
531.000,0.986719,39497297,75.29
1491.000,0.987500,39528646,80.00
1535.000,0.988281,39563853,85.33
1551.000,0.989062,39595721,91.43
1563.000,0.989844,39635334,98.46
1571.000,0.990625,39663054,106.67
1579.000,0.991406,39689353,116.36
1591.000,0.992188,39723527,128.00
1595.000,0.992578,39733386,134.74
1603.000,0.992969,39752813,142.22
1611.000,0.993359,39769451,150.59
1619.000,0.993750,39784114,160.00
1627.000,0.994141,39797014,170.67
1639.000,0.994531,39812575,182.86
1655.000,0.994922,39826550,196.92
1687.000,0.995313,39841693,213.33
1759.000,0.995703,39856791,232.73
1883.000,0.996094,39872839,256.00
1919.000,0.996289,39880517,269.47
1943.000,0.996484,39888529,284.44
