Value,Percentile,TotalCount,1/(1-Percentile)
19.000,0.000000,11,1.00
27.000,0.050000,5699474,1.05
27.000,0.100000,5699474,1.11
31.000,0.150000,22036143,1.18
31.000,0.200000,22036143,1.25
31.000,0.250000,22036143,1.33
31.000,0.300000,22036143,1.43
31.000,0.350000,22036143,1.54
31.000,0.400000,22036143,1.67
31.000,0.450000,22036143,1.82
31.000,0.500000,22036143,2.00
31.000,0.525000,22036143,2.11
31.000,0.550000,22036143,2.22
35.000,0.575000,23896006,2.35
95.000,0.600000,25649747,2.50
95.000,0.625000,25649747,2.67
99.000,0.650000,29684392,2.86
99.000,0.675000,29684392,3.08
99.000,0.700000,29684392,3.33
99.000,0.725000,29684392,3.64
103.000,0.750000,35471048,4.00
103.000,0.762500,35471048,4.21
103.000,0.775000,35471048,4.44
103.000,0.787500,35471048,4.71
103.000,0.800000,35471048,5.00
103.000,0.812500,35471048,5.33
103.000,0.825000,35471048,5.71
103.000,0.837500,35471048,6.15
103.000,0.850000,35471048,6.67
103.000,0.862500,35471048,7.27
103.000,0.875000,35471048,8.00
103.000,0.881250,35471048,8.42
107.000,0.887500,37410249,8.89
107.000,0.893750,37410249,9.41
107.000,0.900000,37410249,10.00
107.000,0.906250,37410249,10.67
107.000,0.912500,37410249,11.43
107.000,0.918750,37410249,12.31
107.000,0.925000,37410249,13.33
107.000,0.931250,37410249,14.55
111.000,0.937500,37911066,16.00
111.000,0.940625,37911066,16.84
111.000,0.943750,37911066,17.78
111.000,0.946875,37911066,18.82
115.000,0.950000,38193172,20.00
115.000,0.953125,38193172,21.33
119.000,0.956250,38911407,22.86
119.000,0.959375,38911407,24.62
119.000,0.962500,38911407,26.67
119.000,0.965625,38911407,29.09
119.000,0.968750,38911407,32.00
119.000,0.970313,38911407,33.68
119.000,0.971875,38911407,35.56
123.000,0.973437,39250838,37.65
123.000,0.975000,39250838,40.00
123.000,0.976562,39250838,42.67
123.000,0.978125,39250838,45.71
123.000,0.979688,39250838,49.23
127.000,0.981250,39341443,53.33
127.000,0.982812,39341443,58.18
135.000,0.984375,39410651,64.00
143.000,0.985156,39433031,67.37
159.000,0.985938,39462728,71.11
163.000,0.986719,39498740,75.29
167.000,0.987500,39542697,80.00
171.000,0.988281,39593555,85.33
171.000,0.989062,39593555,91.43
175.000,0.989844,39645305,98.46
179.000,0.990625,39691529,106.67
179.000,0.991406,39691529,116.36
183.000,0.992188,39731146,128.00
183.000,0.992578,39731146,134.74
187.000,0.992969,39762676,142.22
187.000,0.993359,39762676,150.59
191.000,0.993750,39784645,160.00
195.000,0.994141,39797817,170.67
199.000,0.994531,39805879,182.86
219.000,0.994922,39822227,196.92
227.000,0.995313,39840776,213.33
231.000,0.995703,39857153,232.73
235.000,0.996094,39877922,256.00
235.000,0.996289,39877922,269.47
239.000,0.996484,39900878,284.44
239.000,0.996680,39900878,301.18
239.000,0.996875,39900878,320.00
243.000,0.997070,39924413,341.33
243.000,0.997266,39924413,365.71
243.000,0.997461,39924413,393.85
247.000,0.997656,39942632,426.67
247.000,0.997852,39942632,465.45
251.000,0.998047,39956787,512.00
251.000,0.998145,39956787,538.95
251.000,0.998242,39956787,568.89
255.000,0.998340,39966555,602.35
255.000,0.998437,39966555,640.00
255.000,0.998535,39966555,682.67
259.000,0.998633,39972969,731.43
259.000,0.998730,39972969,787.69
263.000,0.998828,39977346,853.33
271.000,0.998926,39982668,930.91
279.000,0.999023,39985590,1024.00
283.000,0.999072,39987064,1077.89
287.000,0.999121,39988541,1137.78
295.000,0.999170,39992354,1204.71
299.000,0.999219,39994701,1280.00
299.000,0.999268,39994701,1365.33
303.000,0.999316,39997124,1462.86
307.000,0.999365,39999404,1575.38
311.000,0.999414,40001543,1706.67
315.000,0.999463,40003326,1861.82
319.000,0.999512,40004823,2048.00
323.000,0.999536,40006018,2155.79
327.000,0.999561,40006710,2275.56
331.000,0.999585,40007320,2409.41
339.000,0.999609,40008145,2560.00
351.000,0.999634,40009125,2730.67
367.000,0.999658,40010257,2925.71
383.000,0.999683,40011186,3150.77
403.000,0.999707,40012109,3413.33
427.000,0.999731,40012987,3723.64
459.000,0.999756,40014065,4096.00
471.000,0.999768,40014437,4311.58
491.000,0.999780,40014971,4551.11
511.000,0.999792,40015468,4818.82
539.000,0.999805,40015926,5120.00
627.000,0.999817,40016380,5461.33
2199.000,0.999829,40016870,5851.43
2343.000,0.999841,40017361,6301.54
2511.000,0.999854,40017846,6826.67
2807.000,0.999866,40018328,7447.27
3695.000,0.999878,40018818,8192.00
4243.000,0.999884,40019067,8623.16
4351.000,0.999890,40019310,9102.22
4423.000,0.999896,40019563,9637.65
4475.000,0.999902,40019797,10240.00
4519.000,0.999908,40020040,10922.67
4567.000,0.999915,40020293,11702.86
4615.000,0.999921,40020531,12603.08
4663.000,0.999927,40020779,13653.33
4723.000,0.999933,40021039,14894.55
4787.000,0.999939,40021271,16384.00
4827.000,0.999942,40021382,17246.32
4871.000,0.999945,40021508,18204.44
4931.000,0.999948,40021627,19275.29
5019.000,0.999951,40021754,20480.00
5103.000,0.999954,40021872,21845.33
5207.000,0.999957,40021995,23405.71
5315.000,0.999960,40022115,25206.15
5427.000,0.999963,40022239,27306.67
5535.000,0.999966,40022361,29789.09
5655.000,0.999969,40022481,32768.00
5731.000,0.999971,40022546,34492.63
5819.000,0.999973,40022605,36408.89
5907.000,0.999974,40022665,38550.59
6027.000,0.999976,40022728,40960.00
6155.000,0.999977,40022789,43690.67
6291.000,0.999979,40022850,46811.43
6471.000,0.999980,40022909,50412.31
6695.000,0.999982,40022970,54613.33
7015.000,0.999983,40023031,59578.18
7531.000,0.999985,40023092,65536.00
8027.000,0.999986,40023122,68985.26
8639.000,0.999986,40023156,72817.78
8695.000,0.999987,40023183,77101.18
8751.000,0.999988,40023215,81920.00
8887.000,0.999989,40023246,87381.33
8951.000,0.999989,40023278,93622.86
8999.000,0.999990,40023313,100824.62
9255.000,0.999991,40023336,109226.67
9919.000,0.999992,40023367,119156.36
10079.000,0.999992,40023398,131072.00
10111.000,0.999993,40023412,137970.53
10159.000,0.999993,40023429,145635.56
10207.000,0.999994,40023444,154202.35
10271.000,0.999994,40023463,163840.00
10311.000,0.999994,40023473,174762.67
10359.000,0.999995,40023491,187245.71
10407.000,0.999995,40023507,201649.23
10447.000,0.999995,40023519,218453.33
10519.000,0.999996,40023535,238312.73
10631.000,0.999996,40023551,262144.00
10687.000,0.999996,40023557,275941.05
10823.000,0.999997,40023566,291271.11
10911.000,0.999997,40023573,308404.71
10975.000,0.999997,40023580,327680.00
11223.000,0.999997,40023588,349525.33
12151.000,0.999997,40023596,374491.43
12719.000,0.999998,40023603,403298.46
14007.000,0.999998,40023611,436906.67
16751.000,0.999998,40023619,476625.45
20415.000,0.999998,40023626,524288.00
21503.000,0.999998,40023630,551882.11
37599.000,0.999998,40023634,582542.22
72511.000,0.999998,40023638,616809.41
122239.000,0.999998,40023641,655360.00
1407999.000,0.999999,40023645,699050.67
13910015.000,0.999999,40023649,748982.86
19349503.000,0.999999,40023653,806596.92
19677183.000,0.999999,40023657,873813.33
20447231.000,0.999999,40023661,953250.91
20725759.000,0.999999,40023664,1048576.00
23199743.000,0.999999,40023666,1103764.21
23822335.000,0.999999,40023668,1165084.44
24231935.000,0.999999,40023670,1233618.82
24461311.000,0.999999,40023672,1310720.00
24821759.000,0.999999,40023674,1398101.33
25165823.000,0.999999,40023676,1497965.71
25362431.000,0.999999,40023679,1613193.85
25411583.000,0.999999,40023680,1747626.67
25575423.000,0.999999,40023682,1906501.82
25591807.000,1.000000,40023683,2097152.00
25673727.000,1.000000,40023684,2207528.42
25706495.000,1.000000,40023685,2330168.89
25722879.000,1.000000,40023686,2467237.65
25755647.000,1.000000,40023687,2621440.00
26001407.000,1.000000,40023688,2796202.67
26181631.000,1.000000,40023689,2995931.43
26247167.000,1.000000,40023690,3226387.69
26296319.000,1.000000,40023691,3495253.33
27312127.000,1.000000,40023692,3813003.64
27656191.000,1.000000,40023693,4194304.00
27656191.000,1.000000,40023693,4415056.84
28278783.000,1.000000,40023694,4660337.78
28278783.000,1.000000,40023694,4934475.29
28524543.000,1.000000,40023695,5242880.00
28524543.000,1.000000,40023695,5592405.33
28819455.000,1.000000,40023696,5991862.86
28819455.000,1.000000,40023696,6452775.39
29032447.000,1.000000,40023697,6990506.67
29032447.000,1.000000,40023697,7626007.28
29310975.000,1.000000,40023698,8388608.00
29310975.000,1.000000,40023698,8830113.68
29310975.000,1.000000,40023698,9320675.55
29310975.000,1.000000,40023698,9868950.59
29671423.000,1.000000,40023699,10485760.00
29671423.000,1.000000,40023699,11184810.67
29671423.000,1.000000,40023699,11983725.71
29671423.000,1.000000,40023699,12905550.76
30097407.000,1.000000,40023700,13981013.34
30097407.000,1.000000,40023700,15252014.55
