Value,Percentile,TotalCount,1/(1-Percentile)
19.000,0.000000,2943177,1.00
19.000,0.050000,2943177,1.05
23.000,0.100000,15182669,1.11
23.000,0.150000,15182669,1.18
23.000,0.200000,15182669,1.25
23.000,0.250000,15182669,1.33
23.000,0.300000,15182669,1.43
23.000,0.350000,15182669,1.54
27.000,0.400000,33910426,1.67
27.000,0.450000,33910426,1.82
27.000,0.500000,33910426,2.00
27.000,0.525000,33910426,2.11
27.000,0.550000,33910426,2.22
27.000,0.575000,33910426,2.35
27.000,0.600000,33910426,2.50
27.000,0.625000,33910426,2.67
27.000,0.650000,33910426,2.86
27.000,0.675000,33910426,3.08
27.000,0.700000,33910426,3.33
27.000,0.725000,33910426,3.64
27.000,0.750000,33910426,4.00
27.000,0.762500,33910426,4.21
27.000,0.775000,33910426,4.44
27.000,0.787500,33910426,4.71
27.000,0.800000,33910426,5.00
27.000,0.812500,33910426,5.33
27.000,0.825000,33910426,5.71
27.000,0.837500,33910426,6.15
31.000,0.850000,34412507,6.67
35.000,0.862500,34757332,7.27
39.000,0.875000,38044627,8.00
39.000,0.881250,38044627,8.42
39.000,0.887500,38044627,8.89
39.000,0.893750,38044627,9.41
39.000,0.900000,38044627,10.00
39.000,0.906250,38044627,10.67
39.000,0.912500,38044627,11.43
39.000,0.918750,38044627,12.31
39.000,0.925000,38044627,13.33
39.000,0.931250,38044627,14.55
39.000,0.937500,38044627,16.00
39.000,0.940625,38044627,16.84
39.000,0.943750,38044627,17.78
39.000,0.946875,38044627,18.82
39.000,0.950000,38044627,20.00
43.000,0.953125,38234356,21.33
47.000,0.956250,38318536,22.86
59.000,0.959375,38410244,24.62
71.000,0.962500,38528349,26.67
159.000,0.965625,38652918,29.09
199.000,0.968750,38779026,32.00
211.000,0.970313,38855363,33.68
219.000,0.971875,38913329,35.56
231.000,0.973437,38971625,37.65
251.000,0.975000,39032170,40.00
263.000,0.976562,39124310,42.67
267.000,0.978125,39158065,45.71
275.000,0.979688,39222377,49.23
287.000,0.981250,39296643,53.33
299.000,0.982812,39346558,58.18
315.000,0.984375,39418912,64.00
319.000,0.985156,39441309,67.37
327.000,0.985938,39487516,71.11
331.000,0.986719,39510061,75.29
335.000,0.987500,39531380,80.00
343.000,0.988281,39570662,85.33
351.000,0.989062,39604941,91.43
359.000,0.989844,39634419,98.46
367.000,0.990625,39660579,106.67
375.000,0.991406,39685034,116.36
387.000,0.992188,39720709,128.00
395.000,0.992578,39741416,134.74
399.000,0.992969,39752196,142.22
407.000,0.993359,39769141,150.59
415.000,0.993750,39783462,160.00
423.000,0.994141,39795532,170.67
435.000,0.994531,39810809,182.86
451.000,0.994922,39828563,196.92
467.000,0.995313,39841180,213.33
495.000,0.995703,39857662,232.73
535.000,0.996094,39872417,256.00
563.000,0.996289,39880617,269.47
599.000,0.996484,39888571,284.44
651.000,0.996680,39896078,301.18
967.000,0.996875,39903945,320.00
979.000,0.997070,39914986,341.33
983.000,0.997266,39923596,365.71
987.000,0.997461,39933053,393.85
991.000,0.997656,39939609,426.67
995.000,0.997852,39944159,465.45
1003.000,0.998047,39952443,512.00
1007.000,0.998145,39956623,538.95
1011.000,0.998242,39962410,568.89
1011.000,0.998340,39962410,602.35
1015.000,0.998437,39967102,640.00
1019.000,0.998535,39970374,682.67
1027.000,0.998633,39974582,731.43
1039.000,0.998730,39979390,787.69
1047.000,0.998828,39981921,853.33
1059.000,0.998926,39985885,930.91
1071.000,0.999023,39989800,1024.00
1079.000,0.999072,39991713,1077.89
1087.000,0.999121,39994077,1137.78
1095.000,0.999170,39996451,1204.71
1103.000,0.999219,39998023,1280.00
1115.000,0.999268,39999655,1365.33
1127.000,0.999316,40001610,1462.86
1143.000,0.999365,40003452,1575.38
1167.000,0.999414,40005351,1706.67
1207.000,0.999463,40007254,1861.82
1311.000,0.999512,40009216,2048.00
1447.000,0.999536,40010191,2155.79
1767.000,0.999561,40011164,2275.56
1827.000,0.999585,40012210,2409.41
1871.000,0.999609,40013110,2560.00
1939.000,0.999634,40014098,2730.67
2039.000,0.999658,40015100,2925.71
2059.000,0.999683,40016077,3150.77
2079.000,0.999707,40017221,3413.33
2095.000,0.999731,40017992,3723.64
2119.000,0.999756,40019000,4096.00
2131.000,0.999768,40019519,4311.58
2143.000,0.999780,40020041,4551.11
2155.000,0.999792,40020534,4818.82
2167.000,0.999805,40020924,5120.00
2187.000,0.999817,40021455,5461.33
2207.000,0.999829,40021916,5851.43
2231.000,0.999841,40022419,6301.54
2259.000,0.999854,40022916,6826.67
2287.000,0.999866,40023383,7447.27
2323.000,0.999878,40023905,8192.00
2343.000,0.999884,40024137,8623.16
2367.000,0.999890,40024381,9102.22
2391.000,0.999896,40024602,9637.65
2419.000,0.999902,40024856,10240.00
2447.000,0.999908,40025086,10922.67
2479.000,0.999915,40025331,11702.86
2515.000,0.999921,40025578,12603.08
2563.000,0.999927,40025825,13653.33
2619.000,0.999933,40026065,14894.55
2687.000,0.999939,40026304,16384.00
2735.000,0.999942,40026420,17246.32
2799.000,0.999945,40026551,18204.44
2879.000,0.999948,40026664,19275.29
2963.000,0.999951,40026786,20480.00
3043.000,0.999954,40026908,21845.33
3099.000,0.999957,40027031,23405.71
3151.000,0.999960,40027156,25206.15
3199.000,0.999963,40027277,27306.67
3263.000,0.999966,40027405,29789.09
3311.000,0.999969,40027520,32768.00
3339.000,0.999971,40027587,34492.63
3367.000,0.999973,40027650,36408.89
3391.000,0.999974,40027708,38550.59
3427.000,0.999976,40027768,40960.00
3459.000,0.999977,40027834,43690.67
3495.000,0.999979,40027891,46811.43
3535.000,0.999980,40027951,50412.31
3587.000,0.999982,40028011,54613.33
3655.000,0.999983,40028069,59578.18
3727.000,0.999985,40028130,65536.00
3771.000,0.999986,40028160,68985.26
3827.000,0.999986,40028191,72817.78
3883.000,0.999987,40028222,77101.18
3951.000,0.999988,40028253,81920.00
4027.000,0.999989,40028282,87381.33
4167.000,0.999989,40028314,93622.86
4271.000,0.999990,40028343,100824.62
4431.000,0.999991,40028374,109226.67
