Value,Percentile,TotalCount,1/(1-Percentile)
23.000,0.000000,730973,1.00
27.000,0.050000,6463478,1.05
27.000,0.100000,6463478,1.11
27.000,0.150000,6463478,1.18
31.000,0.200000,22328502,1.25
31.000,0.250000,22328502,1.33
31.000,0.300000,22328502,1.43
31.000,0.350000,22328502,1.54
31.000,0.400000,22328502,1.67
31.000,0.450000,22328502,1.82
31.000,0.500000,22328502,2.00
31.000,0.525000,22328502,2.11
31.000,0.550000,22328502,2.22
35.000,0.575000,23720196,2.35
43.000,0.600000,28551165,2.50
43.000,0.625000,28551165,2.67
43.000,0.650000,28551165,2.86
43.000,0.675000,28551165,3.08
43.000,0.700000,28551165,3.33
47.000,0.725000,37406519,3.64
47.000,0.750000,37406519,4.00
47.000,0.762500,37406519,4.21
47.000,0.775000,37406519,4.44
47.000,0.787500,37406519,4.71
47.000,0.800000,37406519,5.00
47.000,0.812500,37406519,5.33
47.000,0.825000,37406519,5.71
47.000,0.837500,37406519,6.15
47.000,0.850000,37406519,6.67
47.000,0.862500,37406519,7.27
47.000,0.875000,37406519,8.00
47.000,0.881250,37406519,8.42
47.000,0.887500,37406519,8.89
47.000,0.893750,37406519,9.41
47.000,0.900000,37406519,10.00
47.000,0.906250,37406519,10.67
47.000,0.912500,37406519,11.43
47.000,0.918750,37406519,12.31
47.000,0.925000,37406519,13.33
47.000,0.931250,37406519,14.55
51.000,0.937500,39514355,16.00
51.000,0.940625,39514355,16.84
51.000,0.943750,39514355,17.78
51.000,0.946875,39514355,18.82
51.000,0.950000,39514355,20.00
51.000,0.953125,39514355,21.33
51.000,0.956250,39514355,22.86
51.000,0.959375,39514355,24.62
51.000,0.962500,39514355,26.67
51.000,0.965625,39514355,29.09
51.000,0.968750,39514355,32.00
51.000,0.970313,39514355,33.68
51.000,0.971875,39514355,35.56
51.000,0.973437,39514355,37.65
51.000,0.975000,39514355,40.00
51.000,0.976562,39514355,42.67
51.000,0.978125,39514355,45.71
51.000,0.979688,39514355,49.23
51.000,0.981250,39514355,53.33
51.000,0.982812,39514355,58.18
51.000,0.984375,39514355,64.00
51.000,0.985156,39514355,67.37
