Value,Percentile,TotalCount,1/(1-Percentile)
19.000,0.000000,6316161,1.00
19.000,0.050000,6316161,1.05
19.000,0.100000,6316161,1.11
19.000,0.150000,6316161,1.18
23.000,0.200000,21307164,1.25
23.000,0.250000,21307164,1.33
23.000,0.300000,21307164,1.43
23.000,0.350000,21307164,1.54
23.000,0.400000,21307164,1.67
23.000,0.450000,21307164,1.82
23.000,0.500000,21307164,2.00
23.000,0.525000,21307164,2.11
27.000,0.550000,37414518,2.22
27.000,0.575000,37414518,2.35
27.000,0.600000,37414518,2.50
27.000,0.625000,37414518,2.67
27.000,0.650000,37414518,2.86
27.000,0.675000,37414518,3.08
27.000,0.700000,37414518,3.33
27.000,0.725000,37414518,3.64
27.000,0.750000,37414518,4.00
27.000,0.762500,37414518,4.21
27.000,0.775000,37414518,4.44
27.000,0.787500,37414518,4.71
27.000,0.800000,37414518,5.00
27.000,0.812500,37414518,5.33
27.000,0.825000,37414518,5.71
27.000,0.837500,37414518,6.15
27.000,0.850000,37414518,6.67
27.000,0.862500,37414518,7.27
27.000,0.875000,37414518,8.00
27.000,0.881250,37414518,8.42
27.000,0.887500,37414518,8.89
27.000,0.893750,37414518,9.41
27.000,0.900000,37414518,10.00
27.000,0.906250,37414518,10.67
27.000,0.912500,37414518,11.43
27.000,0.918750,37414518,12.31
27.000,0.925000,37414518,13.33
27.000,0.931250,37414518,14.55
31.000,0.937500,39118317,16.00
31.000,0.940625,39118317,16.84
31.000,0.943750,39118317,17.78
31.000,0.946875,39118317,18.82
31.000,0.950000,39118317,20.00
31.000,0.953125,39118317,21.33
31.000,0.956250,39118317,22.86
31.000,0.959375,39118317,24.62
31.000,0.962500,39118317,26.67
31.000,0.965625,39118317,29.09
31.000,0.968750,39118317,32.00
31.000,0.970313,39118317,33.68
31.000,0.971875,39118317,35.56
31.000,0.973437,39118317,37.65
31.000,0.975000,39118317,40.00
31.000,0.976562,39118317,42.67
35.000,0.978125,39219197,45.71
35.000,0.979688,39219197,49.23
39.000,0.981250,39286534,53.33
79.000,0.982812,39343782,58.18
95.000,0.984375,39418257,64.00
99.000,0.985156,39450803,67.37
103.000,0.985938,39479086,71.11
107.000,0.986719,39500216,75.29
115.000,0.987500,39540178,80.00
119.000,0.988281,39565017,85.33
127.000,0.989062,39592492,91.43
147.000,0.989844,39629414,98.46
159.000,0.990625,39659897,106.67
167.000,0.991406,39691759,116.36
179.000,0.992188,39718847,128.00
191.000,0.992578,39733482,134.74
207.000,0.992969,39748205,142.22
231.000,0.993359,39763170,150.59
583.000,0.993750,39778779,160.00
615.000,0.994141,39794756,170.67
635.000,0.994531,39810186,182.86
655.000,0.994922,39827222,196.92
675.000,0.995313,39842437,213.33
699.000,0.995703,39858491,232.73
727.000,0.996094,39872843,256.00
751.000,0.996289,39881178,269.47
783.000,0.996484,39888720,284.44
823.000,0.996680,39895968,301.18
859.000,0.996875,39904489,320.00
883.000,0.997070,39911749,341.33
907.000,0.997266,39919476,365.71
931.000,0.997461,39927223,393.85
959.000,0.997656,39935278,426.67
991.000,0.997852,39942985,465.45
1043.000,0.998047,39950894,512.00
1087.000,0.998145,39954615,538.95
1151.000,0.998242,39958404,568.89
1247.000,0.998340,39962339,602.35
2159.000,0.998437,39966313,640.00
2215.000,0.998535,39970294,682.67
2247.000,0.998633,39974441,731.43
2271.000,0.998730,39978105,787.69
2295.000,0.998828,39982291,853.33
2315.000,0.998926,39985868,930.91
2339.000,0.999023,39990127,1024.00
2351.000,0.999072,39992114,1077.89
2363.000,0.999121,39994018,1137.78
2375.000,0.999170,39995771,1204.71
2391.000,0.999219,39997919,1280.00
2403.000,0.999268,39999529,1365.33
2419.000,0.999316,40001409,1462.86
2439.000,0.999365,40003386,1575.38
2463.000,0.999414,40005373,1706.67
2491.000,0.999463,40007254,1861.82
2531.000,0.999512,40009245,2048.00
2559.000,0.999536,40010276,2155.79
2595.000,0.999561,40011229,2275.56
2643.000,0.999585,40012157,2409.41
2743.000,0.999609,40013108,2560.00
2943.000,0.999634,40014093,2730.67
3155.000,0.999658,40015062,2925.71
3283.000,0.999683,40016095,3150.77
3331.000,0.999707,40017045,3413.33
3371.000,0.999731,40018096,3723.64
3403.000,0.999756,40019044,4096.00
3419.000,0.999768,40019534,4311.58
3435.000,0.999780,40019950,4551.11
3455.000,0.999792,40020485,4818.82
3475.000,0.999805,40020952,5120.00
3495.000,0.999817,40021412,5461.33
3519.000,0.999829,40021916,5851.43
3547.000,0.999841,40022432,6301.54
3575.000,0.999854,40022882,6826.67
3615.000,0.999866,40023388,7447.27
3659.000,0.999878,40023865,8192.00
3683.000,0.999884,40024110,8623.16
3715.000,0.999890,40024371,9102.22
3743.000,0.999896,40024594,9637.65
3783.000,0.999902,40024843,10240.00
3827.000,0.999908,40025098,10922.67
3875.000,0.999915,40025330,11702.86
3931.000,0.999921,40025572,12603.08
4011.000,0.999927,40025812,13653.33
4115.000,0.999933,40026054,14894.55
4283.000,0.999939,40026304,16384.00
4363.000,0.999942,40026431,17246.32
4411.000,0.999945,40026545,18204.44
4459.000,0.999948,40026670,19275.29
4503.000,0.999951,40026792,20480.00
4551.000,0.999954,40026914,21845.33
4599.000,0.999957,40027039,23405.71
4647.000,0.999960,40027153,25206.15
4699.000,0.999963,40027281,27306.67
4755.000,0.999966,40027409,29789.09
4827.000,0.999969,40027530,32768.00
4859.000,0.999971,40027584,34492.63
4899.000,0.999973,40027644,36408.89
4959.000,0.999974,40027706,38550.59
5007.000,0.999976,40027766,40960.00
5071.000,0.999977,40027827,43690.67
5163.000,0.999979,40027890,46811.43
5263.000,0.999980,40027947,50412.31
5411.000,0.999982,40028009,54613.33
5555.000,0.999983,40028070,59578.18
5663.000,0.999985,40028131,65536.00
5723.000,0.999986,40028161,68985.26
5803.000,0.999986,40028192,72817.78
5843.000,0.999987,40028224,77101.18
5907.000,0.999988,40028253,81920.00
6007.000,0.999989,40028285,87381.33
6107.000,0.999989,40028314,93622.86
6267.000,0.999990,40028344,100824.62
6431.000,0.999991,40028375,109226.67
6651.000,0.999992,40028406,119156.36
6915.000,0.999992,40028436,131072.00
7055.000,0.999993,40028451,137970.53
7351.000,0.999993,40028468,145635.56
7819.000,0.999994,40028482,154202.35
8199.000,0.999994,40028497,163840.00
8583.000,0.999994,40028512,174762.67
8663.000,0.999995,40028529,187245.71
8831.000,0.999995,40028543,201649.23
8911.000,0.999995,40028559,218453.33
9295.000,0.999996,40028574,238312.73
9551.000,0.999996,40028590,262144.00
9647.000,0.999996,40028596,275941.05
9967.000,0.999997,40028604,291271.11
10023.000,0.999997,40028612,308404.71
10079.000,0.999997,40028620,327680.00
10159.000,0.999997,40028627,349525.33
10287.000,0.999997,40028635,374491.43
10423.000,0.999998,40028643,403298.46
10631.000,0.999998,40028650,436906.67
10887.000,0.999998,40028658,476625.45
11199.000,0.999998,40028665,524288.00
11399.000,0.999998,40028669,551882.11
11591.000,0.999998,40028673,582542.22
11847.000,0.999998,40028678,616809.41
11919.000,0.999998,40028680,655360.00
11999.000,0.999999,40028684,699050.67
12119.000,0.999999,40028688,748982.86
12439.000,0.999999,40028692,806596.92
13023.000,0.999999,40028696,873813.33
13447.000,0.999999,40028700,953250.91
13607.000,0.999999,40028703,1048576.00
13647.000,0.999999,40028705,1103764.21
13679.000,0.999999,40028707,1165084.44
13711.000,0.999999,40028709,1233618.82
13783.000,0.999999,40028711,1310720.00
13871.000,0.999999,40028713,1398101.33
14215.000,0.999999,40028715,1497965.71
14671.000,0.999999,40028717,1613193.85
16279.000,0.999999,40028719,1747626.67
16607.000,0.999999,40028721,1906501.82
16767.000,1.000000,40028722,2097152.00
17423.000,1.000000,40028723,2207528.42
18495.000,1.000000,40028724,2330168.89
18799.000,1.000000,40028725,2467237.65
18895.000,1.000000,40028726,2621440.00
19231.000,1.000000,40028727,2796202.67
19519.000,1.000000,40028728,2995931.43
19663.000,1.000000,40028729,3226387.69
20015.000,1.000000,40028730,3495253.33
20175.000,1.000000,40028731,3813003.64
21727.000,1.000000,40028732,4194304.00
21727.000,1.000000,40028732,4415056.84
21855.000,1.000000,40028733,4660337.78
21855.000,1.000000,40028733,4934475.29
23887.000,1.000000,40028734,5242880.00
23887.000,1.000000,40028734,5592405.33
24415.000,1.000000,40028735,5991862.86
24415.000,1.000000,40028735,6452775.39
82111.000,1.000000,40028736,6990506.67
82111.000,1.000000,40028736,7626007.28
98943.000,1.000000,40028738,8388608.00
98943.000,1.000000,40028738,8830113.68
98943.000,1.000000,40028738,9320675.55
98943.000,1.000000,40028738,9868950.59
98943.000,1.000000,40028738,10485760.00
98943.000,1.000000,40028738,11184810.67
98943.000,1.000000,40028738,11983725.71
98943.000,1.000000,40028738,12905550.76
104639.000,1.000000,40028739,13981013.34
104639.000,1.000000,40028739,15252014.55
104639.000,1.000000,40028739,16777216.00
104639.000,1.000000,40028739,17660227.38
104639.000,1.000000,40028739,18641351.10
104639.000,1.000000,40028739,19737901.19
1401855.000,1.000000,40028740,20971519.98
1401855.000,1.000000,40028740,22369621.33
1401855.000,1.000000,40028740,23967451.45
1401855.000,1.000000,40028740,25811101.52
1401855.000,1.000000,40028740,27962026.68
1401855.000,1.000000,40028740,30504029.05
1401855.000,1.000000,40028740,33554432.00
1401855.000,1.000000,40028740,35320454.76
1401855.000,1.000000,40028740,37282702.28
1401855.000,1.000000,40028740,39475802.28
1430527.000,1.000000,40028741,41943039.96
1430527.000,1.000000,40028741,inf

