Value,Percentile,TotalCount,1/(1-Percentile)
19.000,0.000000,6,1.00
27.000,0.050000,4616571,1.05
27.000,0.100000,4616571,1.11
31.000,0.150000,19889705,1.18
31.000,0.200000,19889705,1.25
31.000,0.250000,19889705,1.33
31.000,0.300000,19889705,1.43
31.000,0.350000,19889705,1.54
31.000,0.400000,19889705,1.67
31.000,0.450000,19889705,1.82
35.000,0.500000,36539784,2.00
35.000,0.525000,36539784,2.11
35.000,0.550000,36539784,2.22
35.000,0.575000,36539784,2.35
35.000,0.600000,36539784,2.50
35.000,0.625000,36539784,2.67
35.000,0.650000,36539784,2.86
35.000,0.675000,36539784,3.08
35.000,0.700000,36539784,3.33
35.000,0.725000,36539784,3.64
35.000,0.750000,36539784,4.00
35.000,0.762500,36539784,4.21
35.000,0.775000,36539784,4.44
35.000,0.787500,36539784,4.71
35.000,0.800000,36539784,5.00
35.000,0.812500,36539784,5.33
35.000,0.825000,36539784,5.71
35.000,0.837500,36539784,6.15
35.000,0.850000,36539784,6.67
35.000,0.862500,36539784,7.27
35.000,0.875000,36539784,8.00
35.000,0.881250,36539784,8.42
35.000,0.887500,36539784,8.89
35.000,0.893750,36539784,9.41
35.000,0.900000,36539784,10.00
35.000,0.906250,36539784,10.67
35.000,0.912500,36539784,11.43
39.000,0.918750,39474972,12.31
39.000,0.925000,39474972,13.33
39.000,0.931250,39474972,14.55
39.000,0.937500,39474972,16.00
39.000,0.940625,39474972,16.84
39.000,0.943750,39474972,17.78
39.000,0.946875,39474972,18.82
39.000,0.950000,39474972,20.00
39.000,0.953125,39474972,21.33
39.000,0.956250,39474972,22.86
39.000,0.959375,39474972,24.62
39.000,0.962500,39474972,26.67
39.000,0.965625,39474972,29.09
39.000,0.968750,39474972,32.00
39.000,0.970313,39474972,33.68
39.000,0.971875,39474972,35.56
39.000,0.973437,39474972,37.65
39.000,0.975000,39474972,40.00
39.000,0.976562,39474972,42.67
39.000,0.978125,39474972,45.71
39.000,0.979688,39474972,49.23
39.000,0.981250,39474972,53.33
39.000,0.982812,39474972,58.18
39.000,0.984375,39474972,64.00
39.000,0.985156,39474972,67.37
39.000,0.985938,39474972,71.11
43.000,0.986719,39603640,75.29
43.000,0.987500,39603640,80.00
43.000,0.988281,39603640,85.33
43.000,0.989062,39603640,91.43
47.000,0.989844,39674635,98.46
47.000,0.990625,39674635,106.67
51.000,0.991406,39718353,116.36
51.000,0.992188,39718353,128.00
55.000,0.992578,39735816,134.74
59.000,0.992969,39742520,142.22
83.000,0.993359,39760618,150.59
87.000,0.993750,39777801,160.00
91.000,0.994141,39790325,170.67
103.000,0.994531,39805060,182.86
827.000,0.994922,39820730,196.92
855.000,0.995313,39838775,213.33
863.000,0.995703,39852864,232.73
871.000,0.996094,39868213,256.00
879.000,0.996289,39878886,269.47
887.000,0.996484,39885476,284.44
899.000,0.996680,39892732,301.18
915.000,0.996875,39900210,320.00
927.000,0.997070,39908688,341.33
