Value,Percentile,TotalCount,1/(1-Percentile)
19.000,0.000000,11230358,1.00
19.000,0.050000,11230358,1.05
19.000,0.100000,11230358,1.11
19.000,0.150000,11230358,1.18
19.000,0.200000,11230358,1.25
19.000,0.250000,11230358,1.33
23.000,0.300000,27105506,1.43
23.000,0.350000,27105506,1.54
23.000,0.400000,27105506,1.67
23.000,0.450000,27105506,1.82
23.000,0.500000,27105506,2.00
23.000,0.525000,27105506,2.11
23.000,0.550000,27105506,2.22
23.000,0.575000,27105506,2.35
23.000,0.600000,27105506,2.50
23.000,0.625000,27105506,2.67
23.000,0.650000,27105506,2.86
23.000,0.675000,27105506,3.08
27.000,0.700000,39026467,3.33
27.000,0.725000,39026467,3.64
27.000,0.750000,39026467,4.00
27.000,0.762500,39026467,4.21
27.000,0.775000,39026467,4.44
27.000,0.787500,39026467,4.71
27.000,0.800000,39026467,5.00
27.000,0.812500,39026467,5.33
27.000,0.825000,39026467,5.71
27.000,0.837500,39026467,6.15
27.000,0.850000,39026467,6.67
27.000,0.862500,39026467,7.27
27.000,0.875000,39026467,8.00
27.000,0.881250,39026467,8.42
27.000,0.887500,39026467,8.89
27.000,0.893750,39026467,9.41
27.000,0.900000,39026467,10.00
27.000,0.906250,39026467,10.67
27.000,0.912500,39026467,11.43
27.000,0.918750,39026467,12.31
27.000,0.925000,39026467,13.33
27.000,0.931250,39026467,14.55
27.000,0.937500,39026467,16.00
27.000,0.940625,39026467,16.84
27.000,0.943750,39026467,17.78
27.000,0.946875,39026467,18.82
27.000,0.950000,39026467,20.00
27.000,0.953125,39026467,21.33
27.000,0.956250,39026467,22.86
27.000,0.959375,39026467,24.62
27.000,0.962500,39026467,26.67
27.000,0.965625,39026467,29.09
27.000,0.968750,39026467,32.00
27.000,0.970313,39026467,33.68
27.000,0.971875,39026467,35.56
27.000,0.973437,39026467,37.65
27.000,0.975000,39026467,40.00
31.000,0.976562,39345465,42.67
31.000,0.978125,39345465,45.71
31.000,0.979688,39345465,49.23
31.000,0.981250,39345465,53.33
31.000,0.982812,39345465,58.18
39.000,0.984375,39441063,64.00
39.000,0.985156,39441063,67.37
47.000,0.985938,39462573,71.11
79.000,0.986719,39501363,75.29
191.000,0.987500,39523501,80.00
211.000,0.988281,39562428,85.33
219.000,0.989062,39616420,91.43
